Animale,Autorul anunțului,Balcon/ lojie,Compartimentare,Copii,Dezvoltator,Etaj,Fond locativ,Grup sanitar,Inălțimea tavanelor,Living,Loc de parcare,Număr de camere,Număr de etaje,Starea apartamentului,Suprafață bucătărie,Suprafață locativă,Suprafață totală,Tip clădire,price,region
,Agenție,2,,,,2,Secundar,1,,,Deschis,Apartament cu 3 camere,5,Euroreparație,,,69 m²,Cotileț,95 000€,Chișinău_Botanica
,Agenție,,,,,3,Construcţii noi,1,,,Deschis,Apartament cu 3 camere,6,Euroreparație,,,65 m²,Combinat,79 500€,Bălți_Centru
,Agenție,,Individuală,,,4,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,9,Euroreparație,,,34 m²,,64 000€,Chișinău_Botanica
,Persoană fizică,,Individuală,,Nicons,9,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,11,Variantă albă,,76 m²,76 m²,Combinat,1 190€,Dumbrava_Periferie
,Persoană fizică,2,,,,10,Construcţii noi,1,,Apartament cu living,,Apartament cu 3 camere,10,Euroreparație,,,118 m²,Combinat,259 600€,Chișinău_Râșcani
,Agenție,1,,,Lagmar Impex,3,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 1 cameră,14,,16 m²,,54 m²,,144 900€,Chișinău_Râșcani
,Agenție,1,,,,4,Construcţii noi,1,0 cm,,,Apartament cu 2 camere,15,Variantă albă,0 m²,0 m²,75 m²,,101 277€,Chișinău_Râșcani
,Agenție,,,,Inamstro,7,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 2 camere,10,Euroreparație,,,60 m²,,235 000€,Chișinău_Centru
,Agenție,1,,,,7,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,10,Variantă albă,,,73 m²,,100 740€,Chișinău_Durlești
,Dezvoltator imobiliar,,,,,3,Secundar,,,,Deschis,Apartament cu 2 camere,5,Reparație cosmetică,,,50 m²,,58 000€,Chișinău_Botanica
,Agenție,1,Individuală,,,7,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,9,Variantă albă,,,71 m²,,99 400€,Chișinău_Râșcani
,Agenție,Nu,Individuală,,,15,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,16,Variantă albă,,,64 m²,,97 000€,Chișinău_Râșcani
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,1,275 cm,,Subterană,Apartament cu 3 camere,9,Variantă albă,,,100 m²,Cărămidă,127 000€,Chișinău_Botanica
,Persoană fizică,Nu,Pe pămănt,,,1,Secundar,1,0 cm,Apartament cu living,Deschis,Apartament cu 1 cameră,2,Euroreparație,0 m²,0 m²,38 m²,Cotileț,59 000€,Micăuți_Centru
,Agenție,,,,Lagmar Impex,7,Construcţii noi,,,,,Apartament cu 1 cameră,12,,,,48 m²,,63 360€,Chișinău_Telecentru
,Dezvoltator imobiliar,1,Individuală,,Estate Invest Company,3,Construcţii noi,2,0 cm,Apartament cu living,Subterană,Apartament cu 2 camere,10,Variantă albă,0 m²,0 m²,82 m²,Cărămidă,141 000€,Chișinău_Buiucani
,Agenție,1,,,,5,Secundar,1,,,Deschis,Apartament cu 2 camere,5,,,,32 m²,,67 900€,Chișinău_Botanica
,Agenție,1,,,,4,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,5,Variantă albă,,,62 m²,,67 551€,Chișinău_Buiucani
,Dezvoltator imobiliar,,,,,3,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,10,Variantă albă,,,35 m²,Beton,53 000€,Chișinău_Botanica
,Agenție,2,Ms (serie  moldovenească),,,2,Secundar,2,,,Deschis,Apartament cu 4 camere,10,Reparație cosmetică,,,93 m²,Beton celular,103 900€,Chișinău_Ciocana
,Dezvoltator imobiliar,1,,,Lagmar Impex,8,Construcţii noi,2,,Apartament cu living,,Apartament cu 3 camere,9,Variantă albă,,,112 m²,,123 843€,Chișinău_Poșta Veche
,Agenție,,,,,1,Secundar,1,,,,Apartament cu 1 cameră,2,Reparație cosmetică,,,26 m²,,58 000€,Chișinău_Centru
,Persoană fizică,2,Individuală,,,4,Construcţii noi,2,,,Deschis,Apartament cu 3 camere,5,Euroreparație,,,122 m²,Combinat,110 000€,Chișinău_Durlești
,Agenție,1,,,,4,Secundar,1,,Apartament cu living,Deschis,Apartament cu 2 camere,6,Euroreparație,,,45 m²,,94 500€,Chișinău_Râșcani
,Agenție,,,,,3,Construcţii noi,,0 cm,,,Apartament cu 1 cameră,9,Variantă albă,0 m²,0 m²,26 m²,,28 600€,Chișinău_Botanica
,Agenție,1,,,,2,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,6,Variantă albă,,,81 m²,,93 164€,Chișinău_Durlești
,Agenție,,,,,1,Construcţii noi,,0 cm,Apartament cu living,,Apartament cu 3 camere,9,Euroreparație,0 m²,0 m²,86 m²,,179 000€,Chișinău_Buiucani
,Agenție,3,,,,5,Secundar,,,,,Apartament cu 2 camere,5,Euroreparație,,,48 m²,Cotileț,36 000€,Bălți_6 cartier
Se acceptă animale,Dezvoltator imobiliar,1,Individuală,Se acceptă copii,,5,Secundar,1,260 cm,,Deschis,Apartament cu 1 cameră,5,Euroreparație,,41 m²,57 m²,Cotileț,45 000€,Bălți_5 cartier
,Persoană fizică,,,,,2,Secundar,,,,Deschis,Apartament cu 3 camere,2,,,,57 m²,Bloc,55 200€,Piatra Albă_Centru
,Agenție,,,,,2,Secundar,1,,,Deschis,Apartament cu 1 cameră,5,,,,21 m²,Cotileț,38 500€,Chișinău_Ciocana
,Dezvoltator imobiliar,Nu,,,,3,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,4,Euroreparație,,,37 m²,Monolit,72 000€,Chișinău_Durlești
,Agenție,1,Ms (serie  moldovenească),,,8,Secundar,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,11,Fără reparație,8 m²,18 m²,32 m²,Panou,56 500€,Chișinău_Botanica
,Persoană fizică,Nu,135,,,9,Secundar,1,2500 cm,,Deschis,Apartament cu 2 camere,9,Euroreparație,9 m²,50 m²,50 m²,Beton,95 000€,Chișinău_Ciocana
,Dezvoltator imobiliar,1,,,Sky House,7,Construcţii noi,2,270 cm,,Subterană,Apartament cu 3 camere,10,Variantă albă,,,80 m²,Cărămidă,130 800€,Chișinău_Botanica
,Agenție,3,143,,,5,Secundar,2,,,Deschis,Apartament cu 3 camere,9,Euroreparație,,,80 m²,Panou,136 900€,Chișinău_Ciocana
,Agenție,1,Individuală,,,9,Secundar,2,,Apartament cu living,Deschis,Apartament cu 3 camere,9,Euroreparație,,,88 m²,,125 000€,Chișinău_Botanica
,Agenție,1,Individuală,,,9,Secundar,1,,,Deschis,Apartament cu 1 cameră,9,Are nevoie de reparație,9 m²,20 m²,40 m²,Panou,65 000€,Chișinău_Telecentru
,Persoană fizică,,143,,,9,Secundar,,,,,Apartament cu 2 camere,9,Design individual,,53 m²,53 m²,,99 000€,Chișinău_Ciocana
,Dezvoltator imobiliar,,,,,3,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,7,,,,190 m²,,255 000€,Chișinău_Buiucani
,Agenție,1,,,,7,Construcţii noi,,,,,Apartament cu 2 camere,18,Variantă albă,,,58 m²,,102 900€,Chișinău_Râșcani
,Persoană fizică,Nu,Individuală,,,4,Construcţii noi,2,250 cm,,Deschis,Apartament cu 3 camere,5,Variantă sură,8 m²,44 m²,69 m²,Bloc,23 500$,Bender/Tighina_Homuteanovka
,Dezvoltator imobiliar,,,,,8,Construcţii noi,,0 cm,Apartament cu living,,Apartament cu 2 camere,16,,0 m²,0 m²,110 m²,,295 000€,Chișinău_Centru
,Agenție,2,,,Exfactor-grup,7,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 2 camere,12,Euroreparație,,,101 m²,,315 000€,Chișinău_Ciocana
Fără animale,Persoană fizică,,,Se acceptă copii,,2,Construcţii noi,1,0 cm,Apartament cu living,,Apartament cu 2 camere,9,Euroreparație,0 m²,0 m²,70 m²,,550€,Chișinău_Poșta Veche
,Agenție,,,,,5,Secundar,2,,,,Apartament cu 1 cameră,5,Euroreparație,,,22 m²,,36 900€,Chișinău_Telecentru
,Agenție,,,,,1,Construcţii noi,,0 cm,,,Apartament cu 1 cameră,9,,0 m²,0 m²,44 m²,,68 000€,Chișinău_Râșcani
,Agenție,1,,,,8,Construcţii noi,1,,,,Apartament cu 2 camere,9,Variantă albă,,,57 m²,,76 380€,Chișinău_Telecentru
,Agenție,1,,,,3,Construcţii noi,3,,,Subterană,Apartament cu 5 camere sau mai multe,4,Variantă albă,,308 m²,308 m²,Cărămidă,921 000€,Chișinău_Centru
,Dezvoltator imobiliar,1,,,Poliprim Grup,2,Construcţii noi,1,,,,Apartament cu 1 cameră,7,Variantă albă,,44 m²,48 m²,Combinat,55 200€,Ialoveni_Centru
,Agenție,,,,Estate Invest Company,2,Construcţii noi,,,Apartament fără living,,Apartament cu 2 camere,5,Euroreparație,,,57 m²,,225 000€,Chișinău_Centru
,Agenție,1,,,Lagmar Impex,9,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 3 camere,16,Variantă albă,,,75 m²,,101 250€,Chișinău_Râșcani
,Agenție,1,Individuală,,Exfactor-grup,9,Construcţii noi,1,280 cm,Apartament cu living,Deschis,Apartament cu 1 cameră,10,Variantă albă,12 m²,28 m²,47 m²,Combinat,72 999€,Chișinău_Ciocana
,Dezvoltator imobiliar,1,,,,4,Construcţii noi,1,,Apartament cu living,,Apartament cu 2 camere,9,Euroreparație,,,59 m²,Cotileț,120 000€,Chișinău_Durlești
,Agenție,,143,,,9,Secundar,,,Apartament cu living,,Apartament cu 4 camere,9,Fără reparație,,,82 m²,Panou,100 900€,Chișinău_Telecentru
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,,275 cm,Apartament cu living,Subterană,Apartament cu 2 camere,9,Variantă albă,,,67 m²,Cărămidă,87 000€,Chișinău_Botanica
,Agenție,1,,,,2,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 2 camere,7,Variantă albă,,,80 m²,,200 000€,Chișinău_Centru
,Dezvoltator imobiliar,1,Individuală,,,3,Construcţii noi,1,292 cm,Apartament cu living,Garaj,Apartament cu 1 cameră,8,Variantă albă,11 m²,50 m²,50 m²,Cărămidă,60 000€,Bălți_Autogara
,Dezvoltator imobiliar,,,,,4,Secundar,,,,,Apartament cu 1 cameră,5,,,,34 m²,,56 000€,Chișinău_Râșcani
,Dezvoltator imobiliar,2,,,Exfactor-grup,3,Construcţii noi,2,275 cm,Apartament cu living,Subterană,Apartament cu 1 cameră,9,Variantă albă,,,49 m²,Cărămidă,69 100€,Chișinău_Botanica
,Agenție,,,,,5,Secundar,,,,,Apartament cu 1 cameră,5,,,,35 m²,,43 000€,Cricova_Centru
,Agenție,2,,,,1,Construcţii noi,2,,,,Apartament cu 2 camere,9,Euroreparație,,,150 m²,,150 000€,Chișinău_Ciocana
,Agenție,,,,,5,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,9,,,,58 m²,,76 560€,Chișinău_Telecentru
,Agenție,,,,,3,Construcţii noi,,,,,Apartament cu 3 camere,13,,,,90 m²,,265 000€,Chișinău_Ciocana
,Agenție,2,,,,6,Secundar,3,,,,Apartament cu 4 camere,6,Reparație cosmetică,,,130 m²,,169 000€,Chișinău_Botanica
,Agenție,1,Individuală,,,6,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,8,Euroreparație,,60 m²,60 m²,,147 900€,Chișinău_Buiucani
,Agenție,,,,,3,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,5,,,,143 m²,,290 000€,Chișinău_Centru
,Dezvoltator imobiliar,1,Individuală,,Premium-Cons Grup,3,Construcţii noi,2,3 cm,Apartament cu living,Subterană,Apartament cu 1 cameră,7,Variantă albă,30 m²,61 m²,61 m²,Cărămidă,88 400€,Dumbrava_Centru
,Agenție,1,,,Exfactor-grup,4,Construcţii noi,2,,,,Apartament cu 2 camere,9,Variantă albă,,,71 m²,,78 100€,Chișinău_Telecentru
,Agenție,,,,,4,Secundar,,,,,Apartament cu 3 camere,5,,,,60 m²,,75 000€,Bălți_9 cartier
,Agenție,2,,,,9,Construcţii noi,2,,,Deschis,Apartament cu 3 camere,10,Variantă albă,,,95 m²,Beton celular,150 000€,Chișinău_Buiucani
Fără animale,Agenție,1,Individuală,Se acceptă copii,,7,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,13,Euroreparație,,,66 m²,,125 500€,Chișinău_Ciocana
,Agenție,1,,,,4,Secundar,1,,,,Apartament cu 2 camere,9,Euroreparație,,,55 m²,,92 500€,Chișinău_Râșcani
,Agenție,1,,,Volare Tur,3,Construcţii noi,1,0 cm,Apartament cu living,Deschis,Apartament cu 2 camere,14,Euroreparație,0 m²,0 m²,68 m²,,185 900€,Chișinău_Râșcani
,Agenție,1,,,,4,Construcţii noi,1,,Apartament cu living,,Apartament cu 3 camere,15,,,,82 m²,,94 300€,Chișinău_Râșcani
,Agenție,,,,,2,Construcţii noi,1,,,,Apartament cu 1 cameră,10,Euroreparație,,,48 m²,,97 900€,Chișinău_Buiucani
,Agenție,1,,,,10,Construcţii noi,2,,Apartament cu living,,Apartament cu 3 camere,10,,,,240 m²,,224 000€,Chișinău_Centru
Se acceptă animale,Agenție,1,,Se acceptă copii,,7,Construcţii noi,1,,Apartament fără living,Deschis,Apartament cu 1 cameră,7,Euroreparație,,,41 m²,,77 900€,Chișinău_Botanica
,Agenție,,,,,3,Construcţii noi,,,,,Apartament cu 2 camere,9,Euroreparație,,,43 m²,,97 000€,Chișinău_Poșta Veche
,Persoană fizică,1,,,,3,Secundar,1,,,Deschis,Apartament cu 2 camere,5,Euroreparație,6 m²,45 m²,55 m²,Beton,120 000€,Chișinău_Buiucani
,Persoană fizică,,,,Inamstro,9,Construcţii noi,,280 cm,Apartament cu living,,Apartament cu 1 cameră,10,,,,56 m²,,105 000€,Chișinău_Buiucani
Se acceptă animale,Agenție,1,Individuală,Se acceptă copii,Exfactor-grup,3,Construcţii noi,1,300 cm,Apartament cu living,Subterană,Apartament cu 3 camere,13,Euroreparație,13 m²,52 m²,75 m²,Combinat,230 000€,Chișinău_Ciocana
,Dezvoltator imobiliar,,,,,11,Construcţii noi,,,,,Apartament cu 2 camere,12,,,,66 m²,,135 000€,Chișinău_Botanica
,Persoană fizică,,,,,6,Construcţii noi,1,0 cm,,Deschis,Apartament cu 2 camere,9,Variantă albă,17 m²,0 m²,64 m²,,96 000€,Chișinău_Durlești
,Dezvoltator imobiliar,1,Individuală,,,4,Construcţii noi,1,250 cm,,Deschis,Apartament cu 1 cameră,10,Variantă albă,12 m²,20 m²,40 m²,Monolit,52 000€,Chișinău_Râșcani
Fără animale,Persoană fizică,1,,Fără copii,,9,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,17,,,,53 m²,,600€,Chișinău_Centru
,Agenție,1,Individuală,,Volare Tur,9,Construcţii noi,1,280 cm,Apartament cu living,,Apartament cu 2 camere,9,Euroreparație,15 m²,69 m²,69 m²,Combinat,150 000€,Chișinău_Telecentru
,Agenție,1,,,,2,Secundar,2,,,Deschis,Apartament cu 3 camere,9,Euroreparație,,,70 m²,,118 900€,Chișinău_Botanica
,Persoană fizică,,,,Reconscivil,13,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,15,Euroreparație,,41 m²,41 m²,,99 000€,Chișinău_Botanica
,Agenție,Nu,,,Estate Invest Company,1,Construcţii noi,1,2700 cm,,Subterană,Apartament cu 1 cameră,12,Variantă albă,15 m²,18 m²,42 m²,Cărămidă,56 700€,Chișinău_Durlești
,Persoană fizică,1,Individuală,,,4,Secundar,1,,,Deschis,Apartament cu 1 cameră,5,Euroreparație,,,33 m²,Cotileț,63 500€,Chișinău_Râșcani
,Persoană fizică,,,,,3,Secundar,,,Apartament fără living,,Apartament cu 2 camere,5,,,,45 m²,,86 500€,Chișinău_Râșcani
,Agenție,1,Individuală,,,3,Construcţii noi,1,,Apartament fără living,Deschis,Apartament cu 1 cameră,9,Euroreparație,,,45 m²,Combinat,93 900€,Chișinău_Botanica
,Agenție,,,,Inamstro,12,Construcţii noi,1,,Apartament cu living,,Apartament cu 2 camere,13,Euroreparație,,,63 m²,,159 900€,Chișinău_Buiucani
,Agenție,1,Individuală,,Exfactor-grup,8,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,12,Construcție nefinisată,,,68 m²,Cărămidă,125 900€,Chișinău_Buiucani
,Agenție,1,,,,5,Construcţii noi,1,,,,Apartament cu 3 camere,10,Euroreparație,,,85 m²,,170 000€,Chișinău_Botanica
,Agenție,,,,,5,Secundar,1,,,Deschis,Apartament cu 3 camere,5,Reparație cosmetică,,,70 m²,,51 000€,Bălți_Centru
Se acceptă animale,Agenție,1,,Se acceptă copii,Golban Trade,5,Construcţii noi,1,,Apartament cu living,Subterană,O cameră,9,Variantă albă,11 m²,46 m²,47 m²,,44 650€,Chișinău_Durlești
,Agenție,1,,,,4,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 1 cameră,10,Euroreparație,,,45 m²,,122 500€,Chișinău_Ciocana
,Agenție,1,Individuală,,,2,Construcţii noi,2,0 cm,Apartament cu living,Deschis,Apartament cu 2 camere,20,Euroreparație,0 m²,0 m²,67 m²,,155 900€,Chișinău_Ciocana
,Agenție,1,,,,5,Construcţii noi,1,0 cm,Apartament cu living,Deschis,Apartament cu 2 camere,10,Euroreparație,0 m²,0 m²,74 m²,,175 000€,Chișinău_Buiucani
,Persoană fizică,,,,,5,Construcţii noi,1,,,,Apartament cu 1 cameră,9,Euroreparație,,,41 m²,,92 900€,Chișinău_Durlești
,Dezvoltator imobiliar,2,143,,A-casa,2,Secundar,2,270 cm,Apartament cu living,Deschis,Apartament cu 3 camere,9,Euroreparație,10 m²,50 m²,63 m²,Panou,109 900€,Chișinău_Râșcani
,Agenție,1,,,,2,Construcţii noi,1,,,Subterană,Apartament cu 2 camere,9,Euroreparație,,,57 m²,Cărămidă,124 000€,Chișinău_Durlești
,Agenție,1,Individuală,,,2,Construcţii noi,2,,,,Apartament cu 2 camere,13,Variantă albă,,,67 m²,,75 000€,Chișinău_Botanica
,Dezvoltator imobiliar,Nu,Individuală,,,2,Construcţii noi,3,,,Subterană,Apartament cu 4 camere,11,Variantă albă,,,145 m²,Beton,205 000€,Chișinău_Centru
,Dezvoltator imobiliar,,,,,1,Construcţii noi,,,,,Apartament cu 3 camere,6,,,,80 m²,,112 900€,Chișinău_Telecentru
,Agenție,2,,,Estate Invest Company,5,Construcţii noi,2,3 cm,Apartament cu living,,Apartament cu 3 camere,6,Variantă albă,,,77 m²,Combinat,103 140€,Dumbrava_Periferie
,Agenție,Nu,Cămin familial,,,2,Secundar,1,270 cm,Apartament fără living,Deschis,Apartament cu 1 cameră,6,Are nevoie de reparație,,14 m²,26 m²,Cărămidă,37 900€,Chișinău_Centru
,Dezvoltator imobiliar,1,Brj (Brejnevka),,,5,Secundar,1,250 cm,,Deschis,Apartament cu 1 cameră,5,Reparație cosmetică,6 m²,18 m²,32 m²,Cotileț,57 000€,Chișinău_Botanica
,Dezvoltator imobiliar,1,,,Golban Trade,4,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 2 camere,9,Variantă albă,,,70 m²,,73 395€,Chișinău_Durlești
,Agenție,2,,,Exfactor-grup,2,Construcţii noi,2,,,,Apartament cu 2 camere,9,Variantă albă,,,72 m²,,100 800€,Chișinău_Botanica
,Agenție,Nu,Individuală,,,1,Construcţii noi,2,0 cm,,Deschis,Apartament cu 3 camere,10,Euroreparație,,,95 m²,,249 899€,Chișinău_Centru
,Agenție,1,Individuală,,,3,Construcţii noi,2,,,Deschis,Apartament cu 3 camere,10,Construcție nefinisată,,,85 m²,Combinat,95 500€,Chișinău_Poșta Veche
,Agenție,2,,,,4,Secundar,3,,,Deschis,Apartament cu 4 camere,5,Reparație cosmetică,,,95 m²,,89 000€,Bălți_BAM
,Dezvoltator imobiliar,2,,,Exfactor-grup,3,Construcţii noi,,275 cm,Apartament cu living,Subterană,Apartament cu 2 camere,9,Variantă albă,,,67 m²,Cărămidă,87 000€,Chișinău_Botanica
Fără animale,Persoană fizică,1,,Cu acordul stăpânului,,4,Secundar,,,,Deschis,Apartament cu 2 camere,4,,,,72 m²,,690€,Chișinău_Durlești
,Agenție,,,,,10,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,10,,,,64 m²,,146 900€,Chișinău_Botanica
,Agenție,1,,,,1,Construcţii noi,1,,,,Apartament cu 1 cameră,12,Variantă albă,,,55 m²,,79 200€,Chișinău_Botanica
,Agenție,,,,,9,Construcţii noi,2,,,Deschis,Apartament cu 3 camere,10,Euroreparație,,,95 m²,,219 000€,Chișinău_Ciocana
Fără animale,Agenție,Nu,Individuală,Se acceptă copii,,6,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,6,Euroreparație,,,105 m²,,63 500€,Cricova_Centru
,Agenție,,,,,4,Construcţii noi,,0 cm,,,Apartament cu 1 cameră,9,,0 m²,0 m²,45 m²,,97 500€,Chișinău_Durlești
,Agenție,,,,,5,Construcţii noi,2,0 cm,,,Apartament cu 2 camere,10,Euroreparație,0 m²,0 m²,68 m²,,155 000€,Chișinău_Ciocana
,Agenție,1,,,,6,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,12,Euroreparație,,,52 m²,,100 000€,Chișinău_Telecentru
,Dezvoltator imobiliar,,Ms (serie  moldovenească),,,3,Secundar,2,,Apartament cu living,Deschis,Apartament cu 3 camere,9,Reparație cosmetică,,,67 m²,Bloc,86 500€,Chișinău_Botanica
,Agenție,1,,,,5,Secundar,1,,,,Apartament cu 3 camere,5,Euroreparație,,,57 m²,,86 500€,Chișinău_Buiucani
,Agenție,2,,,,5,Secundar,2,,Apartament fără living,Deschis,Apartament cu 3 camere,10,Reparație cosmetică,,,78 m²,,107 000€,Chișinău_Ciocana
,Persoană fizică,2,Individuală,,,4,Construcţii noi,1,255 cm,Apartament cu living,,Apartament cu 1 cameră,6,Construcție nefinisată,12 m²,17 m²,45 m²,Combinat,71 000€,Chișinău_Aeroport
,Agenție,Nu,Individuală,,,2,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,6,Euroreparație,,,76 m²,,195 000€,Chișinău_Centru
,Agenție,,,,,4,Construcţii noi,,,,,Apartament cu 2 camere,9,Euroreparație,,,60 m²,,115 000€,Chișinău_Ciocana
Fără animale,Persoană fizică,1,Cămin familial,Se acceptă copii,,5,Secundar,1,280 cm,Apartament fără living,Deschis,O cameră,5,Reparație cosmetică,1 m²,15 m²,19 m²,Cotileț,29 200€,Chișinău_Botanica
,Agenție,1,Hruşciovka,,,5,Secundar,1,,,Deschis,Apartament cu 2 camere,5,Euroreparație,,,45 m²,Panou,92 500€,Chișinău_Centru
,Agenție,1,,,,3,Construcţii noi,1,,,,Apartament cu 3 camere,9,Euroreparație,,,87 m²,,214 900€,Chișinău_Buiucani
,Agenție,1,Individuală,,,13,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,13,Euroreparație,,,77 m²,Cărămidă,135 900€,Chișinău_Poșta Veche
,Agenție,2,,,,2,Secundar,1,,,,Apartament cu 2 camere,9,Euroreparație,,,52 m²,,120 000€,Chișinău_Botanica
,Agenție,,,,,13,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,16,,,,58 m²,,98 000€,Chișinău_Ciocana
Cu acordul stăpânului,Agenție,,Individuală,Cu acordul stăpânului,,1,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,10,Euroreparație,,,75 m²,,185 000€,Chișinău_Ciocana
,Agenție,,,,,5,Secundar,1,,,,Apartament cu 1 cameră,5,Euroreparație,,,22 m²,,33 900€,Chișinău_Telecentru
Cu acordul stăpânului,Persoană fizică,,,Cu acordul stăpânului,,15,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,20,Euroreparație,,,43 m²,,570€,Chișinău_Centru
,Dezvoltator imobiliar,,,,,5,Construcţii noi,,,,,Apartament cu 2 camere,9,,,,65 m²,,118 000€,Chișinău_Ciocana
,Agenție,2,Individuală,,,2,Construcţii noi,2,,,Subterană,Apartament cu 3 camere,15,Euroreparație,,,110 m²,Combinat,165 000€,Chișinău_Centru
