Animale,Autorul anunțului,Balcon/ lojie,Compartimentare,Copii,Dezvoltator,Etaj,Fond locativ,Grup sanitar,Inălțimea tavanelor,Living,Loc de parcare,Număr de camere,Număr de etaje,Starea apartamentului,Suprafață bucătărie,Suprafață locativă,Suprafață totală,Tip clădire,price
,Dezvoltator imobiliar,1,,,Lagmar Impex,8,Construcţii noi,3,,Apartament cu living,Subterană,Apartament cu 3 camere,10.0,,,,135 m²,,150 072€
,Agenție,,,,Exfactor-grup,11,Construcţii noi,1,,Apartament cu living,,Apartament cu 2 camere,12.0,Euroreparație,,,65 m²,,169 900€
,Agenție,2,Individuală,,,12,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 3 camere,13.0,Euroreparație,,,86 m²,,201 000€
,Persoană fizică,,,,,10,Secundar,1,,,,Apartament cu 2 camere,10.0,Reparație cosmetică,,,49 m²,,80 000€
,Dezvoltator imobiliar,1,Individuală,,Pamir Construct,2,Construcţii noi,1,275 cm,Apartament cu living,Subterană,Apartament cu 2 camere,9.0,Variantă albă,13 m²,26 m²,53 m²,Combinat,90 100€
Se acceptă animale,Agenție,1,,Se acceptă copii,,1,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 3 camere,5.0,Euroreparație,,,87 m²,,185 000€
,Persoană fizică,1,,,Basconslux,1,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,10.0,Euroreparație,,,52 m²,,119 499€
,Dezvoltator imobiliar,1,,,,1,Construcţii noi,1,270 cm,Apartament cu living,Deschis,Apartament cu 2 camere,10.0,Variantă albă,,,59 m²,Monolit,59 023€
,Persoană fizică,,,,Poliprim Grup,4,Construcţii noi,,,Apartament cu living,Subterană,Apartament cu 2 camere,10.0,Variantă albă,,,65 m²,Combinat,62 000€
,Agenție,2,,,,5,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,7.0,Variantă albă,,,79 m²,,63 456€
,Agenție,1,,,,1,Construcţii noi,1,,,,Apartament cu 2 camere,7.0,Variantă albă,,,62 m²,,52 041€
,Agenție,1,Individuală,,Carpeni,3,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,9.0,Construcție nefinisată,,,48 m²,Beton celular,82 000€
Se acceptă animale,Agenție,1,,Se acceptă copii,,5,Secundar,1,,Apartament cu living,Deschis,Apartament cu 3 camere,5.0,Reparație cosmetică,,,58 m²,Cotileț,82 990€
,Agenție,1,Individuală,,,2,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,10.0,Euroreparație,,,44 m²,Combinat,101 000€
,Persoană fizică,,,,Horus,7,Construcţii noi,,0 cm,Apartament cu living,,Apartament cu 1 cameră,20.0,Variantă albă,0 m²,0 m²,57 m²,,102 900€
,Dezvoltator imobiliar,1,,,Exfactor-grup,1,Construcţii noi,2,,Apartament cu living,,Apartament cu 3 camere,10.0,,,,86 m²,Cărămidă,179 000€
,Persoană fizică,,,,,5,Secundar,,,,,Apartament cu 2 camere,5.0,,,,46 m²,,31 000€
,Agenție,1,Individuală,,Lagmar Impex,9,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,14.0,Euroreparație,,,43 m²,Beton celular,105 900€
,Agenție,,,,Exfactor-grup,1,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,75 m²,,185 000€
,Agenție,Nu,,,Exfactor-grup,1,Construcţii noi,1,,Apartament fără living,,Apartament cu 1 cameră,9.0,Euroreparație,12 m²,40 m²,44 m²,Cărămidă,86 900€
,Dezvoltator imobiliar,,,,,9,Secundar,,,,,O cameră,9.0,Euroreparație,,,11 m²,,20 450€
,Agenție,,,,,5,Construcţii noi,,,,,Apartament cu 4 camere,5.0,,,,81 m²,,57 500€
,Agenție,1,143,,,8,Secundar,2,,,Deschis,Apartament cu 2 camere,9.0,Euroreparație,,,60 m²,Panou,98 500€
,Agenție,,,,Solomon Construct Imobil,9,Construcţii noi,,3 cm,Apartament cu living,,Apartament cu 1 cameră,12.0,Variantă albă,,,58 m²,Combinat,82 275€
,Agenție,,,,,2,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,6.0,Euroreparație,,,48 m²,,97 900€
,Agenție,Nu,Cămin familial,,,2,Secundar,1,,,Deschis,O cameră,6.0,Reparație cosmetică,,,29 m²,Cotileț,37 999€
,Agenție,2,,,,6,Construcţii noi,2,,,Deschis,Apartament cu 3 camere,8.0,Variantă albă,,,202 m²,,249 900€
,Dezvoltator imobiliar,,,,,2,Construcţii noi,,,,,Apartament cu 1 cameră,10.0,,,,46 m²,,80 500€
,Agenție,,Varț (Varnițkaia),,,3,Secundar,,,Apartament fără living,,Apartament cu 2 camere,9.0,Euroreparație,,,55 m²,,99 500€
,Agenție,Nu,102,,,2,Secundar,1,,Apartament cu living,Deschis,Apartament cu 2 camere,5.0,Euroreparație,,,60 m²,,119 000€
,Agenție,,,,,1,Construcţii noi,,,Apartament fără living,,Apartament cu 2 camere,6.0,,,,47 m²,,104 000€
,Agenție,,,,,1,Secundar,,,Apartament cu living,,Apartament cu 1 cameră,4.0,,,,44 m²,,83 900€
,Agenție,1,Individuală,,Dansicons,6,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,12.0,Euroreparație,,,94 m²,Cărămidă,182 900€
,Agenție,1,Individuală,,,5,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,12.0,Euroreparație,,,58 m²,Combinat,142 000€
,Persoană fizică,,,,Poliprim Grup,5,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,6.0,Euroreparație,,,52 m²,Cărămidă,125 000€
,Agenție,,,,,16,Secundar,,0 cm,,,Apartament cu 2 camere,16.0,,0 m²,0 m²,40 m²,,72 900€
,Agenție,1,Individuală,,,6,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,16.0,Variantă albă,,,71 m²,,91 500€
,Agenție,,,,,17,Construcţii noi,2,280 cm,Apartament cu living,Subterană,Apartament cu 2 camere,19.0,Euroreparație,0 m²,0 m²,124 m²,,347 000€
,Agenție,,,,,1,Secundar,,,,,Apartament cu 1 cameră,5.0,Euroreparație,,,32 m²,,77 000€
,Agenție,,,,,6,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,69 m²,,165 000€
,Persoană fizică,,,,,1,Secundar,,,Apartament cu living,,Apartament cu 4 camere,1.0,,,,83 m²,,65 000€
,Dezvoltator imobiliar,Nu,143,,,7,Secundar,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,9.0,Euroreparație,,,46 m²,,93 000€
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,1,275 cm,,Subterană,Apartament cu 2 camere,9.0,Variantă albă,,,72 m²,Cărămidă,95 750€
,Agenție,Nu,Individuală,,,3,Construcţii noi,1,,,Subterană,Apartament cu 2 camere,11.0,Euroreparație,,,60 m²,Combinat,114 500€
,Agenție,,Individuală,,,5,Secundar,1,,,Deschis,Apartament cu 2 camere,6.0,Reparație cosmetică,,,30 m²,Cotileț,55 600€
,Agenție,,,,,3,Construcţii noi,2,,,Deschis,Apartament cu 3 camere,3.0,Euroreparație,,,136 m²,,476 000€
,Persoană fizică,1,,,,7,Secundar,,,Apartament cu living,,Apartament cu 3 camere,9.0,Euroreparație,,,70 m²,,51 000€
,Agenție,,Pe pămănt,,,1,Secundar,1,,,Deschis,Apartament cu 2 camere,4.0,Euroreparație,,,79 m²,,60 000€
,Persoană fizică,Nu,,,,1,Construcţii noi,2,300 cm,Apartament cu living,Subterană,Apartament cu 1 cameră,9.0,Design individual,45 m²,80 m²,80 m²,Monolit,275 000€
,Agenție,1,,,,2,Secundar,1,,Apartament cu living,Deschis,Apartament cu 3 camere,3.0,Reparație cosmetică,,,86 m²,,119 900€
,Agenție,,,,,7,Construcţii noi,1,,Apartament cu living,,Apartament cu 3 camere,13.0,Euroreparație,,,91 m²,,245 000€
,Persoană fizică,1,,,,5,Secundar,1,,,,Apartament cu 1 cameră,5.0,Fără reparație,,30 m²,30 m²,Cotileț,24 999€
Se acceptă animale,Agenție,1,Individuală,Se acceptă copii,AMIC,5,Secundar,2,260 cm,Apartament fără living,Deschis,Apartament cu 2 camere,5.0,Reparație cosmetică,10 m²,66 m²,66 m²,Cotileț,62 000€
,Agenție,,Rubaşka,,,4,Secundar,,,Apartament cu living,,Apartament cu 1 cameră,5.0,Euroreparație,,,47 m²,Cotileț,82 500€
,Persoană fizică,1,Ms (serie  moldovenească),,,1,Secundar,1,,,,Apartament cu 1 cameră,9.0,Euroreparație,,,40 m²,,67 900€
,Persoană fizică,,,,,5,Secundar,1,,,Deschis,Apartament cu 2 camere,5.0,Reparație cosmetică,18 m²,50 m²,56 m²,Cotileț,26 000€
,Agenție,1,,,,1,Secundar,2,,,Deschis,Apartament cu 3 camere,5.0,Euroreparație,,,85 m²,,75 000€
,Dezvoltator imobiliar,1,,,,6,Construcţii noi,1,,Apartament cu living,,Apartament cu 1 cameră,9.0,Variantă albă,,,41 m²,,49 320€
,Dezvoltator imobiliar,2,Individuală,,Inamstro,5,Construcţii noi,2,3 cm,,Deschis,Apartament cu 2 camere,10.0,Variantă albă,28 m²,91 m²,91 m²,Cărămidă,227 500€
,Agenție,1,Individuală,,,5,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,8.0,Construcție nefinisată,,,43 m²,Beton celular,73 200€
,Agenție,1,,,Pamir Construct,7,Secundar,1,0 cm,Apartament cu living,Deschis,Apartament cu 2 camere,9.0,,0 m²,0 m²,66 m²,,120 000€
,Dezvoltator imobiliar,2,,,Lagmar Impex,3,Construcţii noi,2,,,,Apartament cu 2 camere,10.0,,,,80 m²,,91 816€
,Agenție,Nu,Individuală,,,4,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,6.0,Variantă albă,,,35 m²,,57 000€
,Agenție,,,,,5,Secundar,,,,,Apartament cu 1 cameră,5.0,Euroreparație,,,32 m²,,78 000€
,Agenție,1,Individuală,,,8,Construcţii noi,1,,,Deschis,Apartament cu 3 camere,11.0,Euroreparație,,,100 m²,Combinat,149 900€
,Agenție,1,,,Solomon Construct Imobil,6,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 2 camere,8.0,Euroreparație,,,75 m²,,159 000€
,Dezvoltator imobiliar,,,,Solomon Construct Imobil,2,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,12.0,,,,63 m²,,78 750€
,Dezvoltator imobiliar,1,Individuală,,,16,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,16.0,Variantă albă,30 m²,75 m²,85 m²,,93 500€
,Agenție,,Pe pămănt,,,1,Secundar,,,Apartament cu living,,Apartament cu 1 cameră,1.0,,,,40 m²,,77 999€
Se acceptă animale,Dezvoltator imobiliar,1,Rubaşka,Se acceptă copii,AMIC,1,Construcţii noi,1,260 cm,Apartament fără living,Deschis,Apartament cu 2 camere,9.0,Euroreparație,12 m²,50 m²,54 m²,Combinat,75 000€
,Persoană fizică,,,,,5,Secundar,,,,,Apartament cu 2 camere,5.0,Design individual,,,55 m²,,59 000€
,Agenție,1,,,,2,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,8.0,Euroreparație,,,56 m²,,220 000€
,Agenție,Nu,Individuală,,,10,Secundar,1,0 cm,,Deschis,Apartament cu 1 cameră,16.0,Fără reparație,,,14 m²,,29 500€
,Agenție,,,,,14,Construcţii noi,,,,,Apartament cu 1 cameră,15.0,,,,54 m²,,93 800€
,Dezvoltator imobiliar,1,,,Solomon Construct Imobil,10,Construcţii noi,2,,,,Apartament cu 3 camere,11.0,Variantă albă,,,85 m²,,123 000€
,Agenție,1,Individuală,,,5,Secundar,1,,,Deschis,Apartament cu 1 cameră,16.0,Euroreparație,,,45 m²,Monolit,75 000€
,Dezvoltator imobiliar,1,Individuală,,Exfactor-grup,2,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 2 camere,14.0,Euroreparație,,,65 m²,Cărămidă,155 900€
,Agenție,1,,,,4,Secundar,1,,,Deschis,Apartament cu 1 cameră,5.0,Euroreparație,,,23 m²,,43 500€
Se acceptă animale,Agenție,1,Individuală,Se acceptă copii,,9,Construcţii noi,1,285 cm,Apartament cu living,Deschis,Apartament cu 2 camere,10.0,Euroreparație,15 m²,,77 m²,Combinat,160 000€
,Agenție,,,,,5,Secundar,,0 cm,,,Apartament cu 2 camere,5.0,,10 m²,0 m²,52 m²,,37 000€
,Agenție,1,,,,8,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,17.0,,,85 m²,85 m²,,254 000€
,Agenție,1,,,,5,Construcţii noi,2,,Apartament fără living,Deschis,Apartament cu 2 camere,7.0,Variantă albă,,,70 m²,,61 400€
,Agenție,2,,,,6,Secundar,2,,,,Apartament cu 4 camere,6.0,,,,130 m²,,169 000€
,Agenție,,,,,4,Construcţii noi,1,,,,Apartament cu 3 camere,10.0,Variantă albă,,,85 m²,,254 900€
,Dezvoltator imobiliar,3,,,,3,Construcţii noi,1,275 cm,Apartament cu living,Subterană,Apartament cu 3 camere,9.0,Variantă albă,,,90 m²,Cărămidă,114 300€
Fără animale,Agenție,Nu,Individuală,Se acceptă copii,,1,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,6.0,Variantă albă,,,38 m²,,51 900€
,Agenție,1,,,,1,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,7.0,Variantă albă,,,39 m²,,32 453€
,Agenție,,,,,1,Secundar,,,,,Apartament cu 2 camere,5.0,,,,53 m²,,121 900€
,Agenție,1,,,,9,Construcţii noi,1,,,,Apartament cu 2 camere,14.0,Euroreparație,,,72 m²,,180 000€
,Agenție,2,,,,11,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,14.0,Variantă albă,,,60 m²,,94 000€
Fără animale,Dezvoltator imobiliar,,,Se acceptă copii,Basconslux,11,Construcţii noi,,,Apartament cu living,Deschis,Apartament cu 1 cameră,11.0,,,,52 m²,,380€
,Agenție,,,,,11,Construcţii noi,1,,,,Apartament cu 1 cameră,13.0,Euroreparație,,,50 m²,,130 000€
,Agenție,1,,,,3,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 3 camere,6.0,Variantă albă,,,97 m²,,111 220€
,Persoană fizică,,,,,3,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 2 camere,3.0,,,,70 m²,,121 000€
,Agenție,1,143,,,3,Secundar,2,,,Deschis,Apartament cu 2 camere,9.0,Euroreparație,,,58 m²,Panou,95 900€
,Agenție,Nu,Individuală,,,2,Secundar,2,0 cm,,,Apartament cu 2 camere,5.0,Euroreparație,,,50 m²,,99 900€
,Dezvoltator imobiliar,1,Individuală,,,5,Construcţii noi,2,0 cm,Apartament cu living,Garaj,Apartament cu 3 camere,10.0,Variantă albă,0 m²,0 m²,91 m²,Combinat,86 450€
,Agenție,,,,,3,Construcţii noi,,0 cm,,,Apartament cu 1 cameră,9.0,Variantă albă,0 m²,0 m²,26 m²,,28 600€
,Agenție,1,Individuală,,,3,Construcţii noi,1,0 cm,,Deschis,Apartament cu 2 camere,5.0,Variantă albă,,,45 m²,,141 800€
Se acceptă animale,Agenție,1,,Se acceptă copii,,2,Secundar,1,240 cm,Apartament fără living,Deschis,Apartament cu 3 camere,5.0,Reparație cosmetică,9 m²,,70 m²,Cotileț,52 500€
Se acceptă animale,Agenție,2,Brj (Brejnevka),Se acceptă copii,,4,Secundar,2,270 cm,Apartament fără living,Deschis,Apartament cu 2 camere,5.0,Reparație cosmetică,7 m²,45 m²,50 m²,Cotileț,80 000€
,Agenție,1,Individuală,,,6,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,9.0,Euroreparație,,,34 m²,Beton celular,72 900€
,Agenție,1,,,,6,Construcţii noi,1,0 cm,Apartament cu living,Deschis,Apartament cu 1 cameră,14.0,Euroreparație,0 m²,48 m²,48 m²,Combinat,106 900€
,Persoană fizică,1,,,,2,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,5.0,Euroreparație,,,63 m²,Cotileț,122 000€
,Agenție,Nu,,,,3,Construcţii noi,1,,,Subterană,Apartament cu 1 cameră,8.0,Euroreparație,,,48 m²,,97 900€
,Agenție,1,,,,5,Construcţii noi,2,,,,Apartament cu 3 camere,7.0,Variantă albă,,,94 m²,,207 900€
,Agenție,,,,,4,Secundar,1,,,,Apartament cu 2 camere,5.0,Euroreparație,,,44 m²,,99 500€
,Persoană fizică,,,,,5,Secundar,,,,,Apartament cu 2 camere,5.0,,,,54 m²,,18 000€
,Agenție,,,,,2,Construcţii noi,1,0 cm,Apartament cu living,Deschis,Apartament cu 1 cameră,12.0,Variantă albă,0 m²,0 m²,49 m²,,63 440€
,Agenție,1,Individuală,,Lagmar Impex,12,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 3 camere,14.0,Variantă albă,,,76 m²,Cărămidă,155 000€
,Dezvoltator imobiliar,1,,,Horus,10,Construcţii noi,2,,Apartament cu living,,Apartament cu 2 camere,18.0,Variantă albă,,,81 m²,,121 410€
,Persoană fizică,,,,,15,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,15.0,Euroreparație,,48 m²,48 m²,,93 000€
,Agenție,,,,,3,Secundar,,,,,Apartament cu 2 camere,9.0,Euroreparație,,,60 m²,,112 900€
,Dezvoltator imobiliar,,,,,4,Construcţii noi,,,,,Apartament cu 3 camere,10.0,,,,85 m²,,107 000€
,Agenție,,,,,8,Secundar,,,,,Apartament cu 3 camere,9.0,,,,70 m²,,110 000€
,Dezvoltator imobiliar,,,,,11,Secundar,,,,,Apartament cu 2 camere,20.0,,,,60 m²,,116 900€
,Agenție,,,,,3,Secundar,,0 cm,,,Apartament cu 1 cameră,5.0,,0 m²,0 m²,24 m²,,36 900€
,Agenție,,,,,2,Construcţii noi,1,,,,Apartament cu 1 cameră,9.0,Euroreparație,,,36 m²,,72 900€
,Agenție,2,Individuală,,,3,Construcţii noi,,2700 cm,,Deschis,Apartament cu 2 camere,7.0,Euroreparație,15 m²,49 m²,59 m²,Cotileț,65 500€
,Agenție,1,Individuală,,,1,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,2.0,Variantă albă,,,63 m²,Combinat,69 300€
,Agenție,1,Individuală,,,7,Construcţii noi,1,,,Deschis,Apartament cu 3 camere,14.0,Euroreparație,,,65 m²,,131 000€
,Agenție,1,,,,8,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,120 m²,,220 000€
,Agenție,,,,,3,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 3 camere,9.0,Euroreparație,,,88 m²,,250 000€
,Agenție,,,,Lagmar Impex,9,Construcţii noi,1,,Apartament cu living,,Apartament cu 3 camere,15.0,Euroreparație,,81 m²,81 m²,,244 900€
,Persoană fizică,,Individuală,,,2,Construcţii noi,,2800 cm,Apartament cu living,Deschis,Apartament cu 2 camere,3.0,Variantă albă,,,61 m²,Cotileț,48 800€
,Agenție,1,,,,5,Construcţii noi,,,,,Apartament cu 1 cameră,5.0,Euroreparație,,,33 m²,,68 500€
,Agenție,,Pe pămănt,,,1,Secundar,,,,Deschis,Apartament cu 2 camere,1.0,Are nevoie de reparație,,,52 m²,Cotileț,41 900€
,Agenție,,,,,4,Secundar,,,Apartament cu living,Deschis,Apartament cu 1 cameră,4.0,,,,33 m²,,73 900€
,Agenție,,,,Lagmar Impex,9,Construcţii noi,1,,Apartament cu living,,Apartament cu 2 camere,14.0,Euroreparație,,,76 m²,,244 900€
,Agenție,,,,,12,Construcţii noi,,,,,Apartament cu 1 cameră,15.0,Reparație cosmetică,,,54 m²,,92 000€
,Dezvoltator imobiliar,1,Ms (serie  moldovenească),,,5,Secundar,2,,,,Apartament cu 2 camere,9.0,Are nevoie de reparație,8 m²,28 m²,55 m²,Panou,77 500€
,Persoană fizică,1,,,,2,Construcţii noi,2,0 cm,Apartament cu living,Subterană,Apartament cu 3 camere,5.0,Euroreparație,0 m²,0 m²,115 m²,,173 000€
,Persoană fizică,,,,,8,Construcţii noi,,,,,Apartament cu 1 cameră,10.0,Euroreparație,,,47 m²,,124 500€
,Agenție,,,,,7,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,78 m²,,189 000€
,Agenție,1,Individuală,,,3,Construcţii noi,1,0 cm,Apartament cu living,Deschis,Apartament cu 2 camere,9.0,Variantă albă,,,53 m²,,88 400€
,Agenție,,,,,2,Secundar,1,,,,O cameră,5.0,Euroreparație,,,22 m²,,28 900€
,Agenție,2,,,,11,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 1 cameră,16.0,Variantă albă,,,53 m²,Cărămidă,66 900€
,Dezvoltator imobiliar,1,Individuală,,,4,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,6.0,Variantă albă,16 m²,43 m²,43 m²,Combinat,38 430€
,Agenție,,,,,1,Secundar,1,,,,Apartament cu 2 camere,5.0,Reparație cosmetică,,,67 m²,,77 999€
,Persoană fizică,Nu,,,Astercon,8,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,9.0,Euroreparație,,,44 m²,,104 000€
,Agenție,1,Individuală,,,10,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 3 camere,10.0,Euroreparație,,96 m²,173 m²,Combinat,190 000€
,Agenție,1,,,Exfactor-grup,5,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,77 m²,,189 000€
,Agenție,2,,,,5,Secundar,2,0 cm,Apartament cu living,Deschis,Apartament cu 2 camere,9.0,Euroreparație,0 m²,0 m²,58 m²,,112 900€
,Agenție,2,Individuală,,,4,Construcţii noi,2,,,Deschis,Apartament cu 3 camere,6.0,Variantă albă,,,150 m²,Cărămidă,119 900€
,Agenție,,,,,4,Construcţii noi,,,,,Apartament cu 1 cameră,5.0,,,,40 m²,,51 500€
,Agenție,1,Individuală,,,8,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,10.0,Euroreparație,,,45 m²,Beton celular,105 000€
,Agenție,Nu,,,,2,Secundar,2,,,Deschis,Apartament cu 3 camere,9.0,Euroreparație,,,80 m²,,135 000€
,Dezvoltator imobiliar,2,,,Exfactor-grup,3,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 2 camere,9.0,Variantă albă,,,67 m²,Cărămidă,87 000€
,Agenție,1,Brj (Brejnevka),,,5,Secundar,2,,Apartament fără living,Deschis,Apartament cu 2 camere,5.0,Reparație cosmetică,,,45 m²,,75 500€
,Persoană fizică,1,,,,9,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,10.0,Design individual,,,54 m²,Combinat,120 000€
,Agenție,1,Ms (serie  moldovenească),,,1,Secundar,2,,,Deschis,Apartament cu 2 camere,9.0,Euroreparație,,,55 m²,Panou,104 900€
,Agenție,2,,,,5,Secundar,,,,Deschis,Apartament cu 2 camere,5.0,Variantă albă,,48 m²,48 m²,,30 000€
,Dezvoltator imobiliar,,,,,17,Construcţii noi,,,,,Apartament cu 2 camere,17.0,,,,48 m²,,80 000€
,Agenție,2,Individuală,,,6,Secundar,2,,,Garaj,Apartament cu 3 camere,9.0,Euroreparație,,,70 m²,,122 402€
,Agenție,Nu,,,,2,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,14.0,Euroreparație,,,47 m²,,109 800€
,Dezvoltator imobiliar,,Individuală,,Sky House,5,Construcţii noi,,,,Subterană,Apartament cu 1 cameră,12.0,Construcție nefinisată,,,45 m²,Combinat,60 200€
,Agenție,2,Brj (Brejnevka),,,5,Secundar,1,,Apartament cu living,,Apartament cu 1 cameră,5.0,Reparație cosmetică,6 m²,31 m²,45 m²,Cotileț,66 500€
,Agenție,2,Individuală,,Gonvaro-Con,3,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,6.0,Reparație cosmetică,,,86 m²,Cotileț,149 900€
,Agenție,1,,,,8,Secundar,,,,,Apartament cu 2 camere,9.0,,,,56 m²,,95 000€
,Agenție,,,,,2,Secundar,,,,,Apartament cu 3 camere,2.0,,,,46 m²,,17 500€
,Persoană fizică,,,,,2,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,4.0,Design individual,,,73 m²,Combinat,168 000€
,Agenție,1,,,,6,Construcţii noi,2,0 cm,Apartament cu living,Deschis,Apartament cu 2 camere,6.0,Euroreparație,0 m²,0 m²,150 m²,,650 000€
,Agenție,1,,,Sky House,2,Construcţii noi,2,,,,Apartament cu 3 camere,9.0,Euroreparație,,,75 m²,,133 000€
,Dezvoltator imobiliar,,,,AMIC,4,Construcţii noi,,0 cm,,,Apartament cu 1 cameră,5.0,,0 m²,0 m²,40 m²,Cotileț,75 000€
,Dezvoltator imobiliar,,,,,2,Construcţii noi,,,,,Apartament cu 3 camere,2.0,,,,78 m²,,115 000€
,Agenție,1,Individuală,,,2,Secundar,1,,,Deschis,Apartament cu 1 cameră,9.0,Euroreparație,,,37 m²,,72 900€
