Autorul anunțului,Număr de camere,Living,Suprafață totală,Fond locativ,Etaj,Număr de etaje,Starea apartamentului,Grup sanitar,Loc de parcare,price,Balcon/ lojie,Compartimentare,Dezvoltator,Tip clădire,Copii,Animale,Suprafață locativă,Suprafață bucătărie,Inălțimea tavanelor
Persoană fizică,Apartament cu 2 camere,Apartament cu living,60 m²,Secundar,1,2,Design individual,2,Deschis,2 000€,1,Individuală,Ago-Dacia,Cotileț,Se acceptă copii,Se acceptă animale,60 m²,30 m²,3600 cm
Persoană fizică,Apartament cu 2 camere,Apartament cu living,60 m²,Secundar,1,1,Reparație cosmetică,1,Deschis,59 900€,,Individuală,,Cotileț,,,,,
Persoană fizică,Apartament cu 2 camere,,47 m²,Secundar,7,9,Euroreparație,2,,102 900€,1,Ms (serie  moldovenească),,,,,,,
Agenție,Apartament cu 4 camere,,150 m²,Construcţii noi,2,10,Variantă albă,2,Deschis,265 000€,2,Individuală,Exfactor-grup,Cărămidă,,,,,
Agenție,Apartament cu 2 camere,,44 m²,Secundar,5,5,Reparație cosmetică,2,Deschis,71 000€,1,Brj (Brejnevka),,,,,,,
Agenție,Apartament cu 3 camere,,105 m²,Construcţii noi,5,7,Variantă albă,2,,82 532€,3,,,,,,,,
Agenție,Apartament cu 2 camere,,75 m²,Construcţii noi,2,11,Euroreparație,2,Deschis,185 000€,1,,Basconslux,Combinat,,,,,
Agenție,Apartament cu 2 camere,,66 m²,Construcţii noi,6,9,Euroreparație,1,Subterană,129 900€,1,,,,,,,,
Agenție,Apartament cu 2 camere,Apartament cu living,67 m²,Construcţii noi,7,11,Variantă albă,2,Deschis,125 000€,1,,Exfactor-grup,Cărămidă,,,,,280 cm
Agenție,Apartament cu 2 camere,,53 m²,Construcţii noi,5,10,Reparație cosmetică,1,,98 000€,2,,,,,,,,
Agenție,Apartament cu 1 cameră,,45 m²,Secundar,5,16,Euroreparație,1,Deschis,75 000€,1,Individuală,,Monolit,,,,,
Persoană fizică,Apartament cu 2 camere,Apartament cu living,105 m²,Construcţii noi,3,9,Euroreparație,1,Garaj,195 000€,2,Individuală,,Cărămidă,,,,,
Persoană fizică,Apartament cu 3 camere,,92 m²,Construcţii noi,1,10,Variantă albă,2,,147 000€,1,,Basconslux,,,,,15 m²,
Agenție,Apartament cu 1 cameră,,51 m²,Construcţii noi,7,12,Euroreparație,1,,650€,,,,,Se acceptă copii,Fără animale,,,
Persoană fizică,Apartament cu 2 camere,Apartament cu living,58 m²,Construcţii noi,5,12,Design individual,1,,159 999€,1,,Inamstro,Beton,,,58 m²,,270 cm
Agenție,Apartament cu 2 camere,Apartament cu living,52 m²,Construcţii noi,4,10,,1,Deschis,113 500€,,,,,,,52 m²,,
Agenție,Apartament cu 3 camere,,74 m²,Construcţii noi,10,11,Euroreparație,1,,154 900€,,,,,,,,,
Agenție,Apartament cu 2 camere,Apartament cu living,51 m²,Construcţii noi,3,7,Euroreparație,1,Deschis,700€,Nu,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Agenție,Apartament cu 3 camere,,212 m²,Construcţii noi,2,9,Euroreparație,2,Subterană,3 500€,1,,,,Se acceptă copii,Fără animale,92 m²,,
Persoană fizică,Apartament cu 2 camere,,40 m²,Construcţii noi,5,6,Design individual,1,Deschis,62 000€,1,Individuală,,Combinat,,,,,
Agenție,Apartament cu 2 camere,Apartament cu living,75 m²,Construcţii noi,2,10,,,,255 000€,,,,,,,,,
Agenție,Apartament cu 2 camere,,78 m²,Construcţii noi,4,10,Reparație cosmetică,2,Deschis,139 900€,2,Individuală,,,,,,,
Persoană fizică,O cameră,,14 m²,Secundar,4,5,,,,250€,,,,,Fără copii,Fără animale,,,
Agenție,Apartament cu 2 camere,,67 m²,Construcţii noi,12,13,Euroreparație,1,,900€,,,,,Cu acordul stăpânului,Cu acordul stăpânului,0 m²,0 m²,0 cm
Agenție,Apartament cu 2 camere,,61 m²,Construcţii noi,3,10,,,,114 500€,,,,,,,,,
Agenție,Apartament cu 1 cameră,,53 m²,Construcţii noi,9,9,Variantă sură,1,,58 500€,,,,,,,,,
Agenție,Apartament cu 3 camere,Apartament cu living,120 m²,Construcţii noi,5,17,Design individual,2,,295 000€,2,Individuală,Eldorado Terra,Cărămidă,,,,,
Persoană fizică,Apartament cu 3 camere,,100 m²,Construcţii noi,5,9,Euroreparație,2,Subterană,900€,2,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 2 camere,,75 m²,Construcţii noi,3,15,Euroreparație,2,Deschis,550€,1,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Agenție,Apartament cu 1 cameră,,38 m²,Secundar,4,5,Euroreparație,1,Deschis,350MDL,1,143,,Cotileț,Se acceptă copii,Fără animale,21 m²,7 m²,240 cm
Agenție,Apartament cu 3 camere,,70 m²,Secundar,7,12,Reparație cosmetică,2,Deschis,88 900€,2,Individuală,,Panou,,,40 m²,8 m²,255 cm
Agenție,Apartament cu 3 camere,Apartament cu living,70 m²,Secundar,1,10,Reparație cosmetică,2,,400€,1,,,Cotileț,Se acceptă copii,Fără animale,,,
Persoană fizică,Apartament cu 2 camere,Apartament cu living,75 m²,Construcţii noi,1,10,Euroreparație,1,Deschis,135 000€,1,,Pamir Construct,Combinat,,,,,
Agenție,Apartament cu 2 camere,,100 m²,Construcţii noi,11,15,Euroreparație,2,,1 200€,,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Agenție,Apartament cu 2 camere,,75 m²,Construcţii noi,5,6,Construcție nefinisată,2,Deschis,67 500€,1,,Boiar House,Combinat,,,,,
Persoană fizică,Apartament cu 2 camere,,60 m²,Construcţii noi,2,14,Euroreparație,2,,550€,1,,,,Cu acordul stăpânului,Fără animale,,,
Persoană fizică,Apartament cu 2 camere,,53 m²,Secundar,4,5,Euroreparație,2,Sub acoperiș,87 400€,1,Brj (Brejnevka),,Cotileț,,,,6 m²,2700 cm
Agenție,Apartament cu 2 camere,,71 m²,Construcţii noi,10,12,Variantă albă,1,,75 000€,1,,,,,,,,
Agenție,Apartament cu 2 camere,,80 m²,Construcţii noi,8,10,Euroreparație,1,Deschis,650€,1,,,,Se acceptă copii,Fără animale,,,
Dezvoltator imobiliar,Apartament cu 2 camere,,61 m²,Construcţii noi,5,16,Design individual,,,800MDL,1,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 3 camere,,76 m²,Secundar,4,5,Euroreparație,1,,750€,,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 1 cameră,,35 m²,Secundar,5,5,Variantă albă,1,Deschis,16 900€,1,102,,Cotileț,,,,,
Dezvoltator imobiliar,Apartament cu 2 camere,,64 m²,Construcţii noi,5,11,Variantă albă,1,Deschis,69 000€,1,Individuală,,Cotileț,,,,,
Persoană fizică,Apartament cu 1 cameră,,41 m²,Construcţii noi,13,15,Euroreparație,1,Deschis,99 000€,,,Reconscivil,,,,41 m²,,
Agenție,Apartament cu 3 camere,,130 m²,Construcţii noi,3,9,Euroreparație,2,,2 000€,1,,,,Se acceptă copii,Fără animale,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,,12 m²,Construcţii noi,1,2,Euroreparație,1,Deschis,350MDL,Nu,135,A-casa,Beton,Se acceptă copii,Se acceptă animale,12 m²,12 m²,12 cm
Dezvoltator imobiliar,Apartament cu 3 camere,Apartament cu living,107 m²,Construcţii noi,7,17,Euroreparație,2,,298 000€,3,,,,,,100 m²,30 m²,3000 cm
Persoană fizică,Apartament cu 2 camere,Apartament cu living,89 m²,Secundar,8,9,Euroreparație,1,Subterană,185 000€,1,Individuală,,Cărămidă,,,,12 m²,
Agenție,Apartament cu 2 camere,,55 m²,Construcţii noi,3,6,,,,69 303€,,,,,,,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,Apartament cu living,56 m²,Construcţii noi,8,10,Euroreparație,1,Deschis,450€,1,Individuală,Basconslux,Combinat,Se acceptă copii,Fără animale,56 m²,16 m²,280 cm
Agenție,Apartament cu 1 cameră,,30 m²,Secundar,5,5,,,,16 500€,,,,,,,,,
Agenție,Apartament cu 3 camere,,95 m²,Construcţii noi,20,21,,2,,153 000€,,,,,,,,,
Persoană fizică,Apartament cu 2 camere,,53 m²,Secundar,6,9,Euroreparație,1,Deschis,116 500€,1,143,,Panou,,,,,
Dezvoltator imobiliar,Apartament cu 2 camere,,63 m²,Construcţii noi,2,7,Variantă albă,2,Garaj,64 000€,1,,,Monolit,,,0 m²,14 m²,277 cm
Persoană fizică,Apartament cu 1 cameră,Apartament cu living,37 m²,Construcţii noi,7,11,Euroreparație,2,Deschis,550€,1,Individuală,Astercon,Cărămidă,Se acceptă copii,Fără animale,37 m²,17 m²,277 cm
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament cu living,47 m²,Construcţii noi,4,5,Design individual,1,Deschis,400€,1,,,,Cu acordul stăpânului,Fără animale,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,Apartament cu living,38 m²,Construcţii noi,3,6,Variantă albă,1,Deschis,850€,1,Individuală,,,Se acceptă copii,Se acceptă animale,38 m²,10 m²,27 cm
Agenție,Apartament cu 1 cameră,,26 m²,Secundar,2,6,Reparație cosmetică,,,180€,1,,,,Fără copii,Fără animale,,,
Agenție,Apartament cu 2 camere,Apartament cu living,56 m²,Secundar,2,5,Euroreparație,1,Deschis,84 900€,1,,,,,,,,
Dezvoltator imobiliar,Apartament cu 3 camere,,75 m²,Construcţii noi,1,7,Variantă albă,2,Garaj,65 250€,1,,Boiar House,Monolit,,,,,
Agenție,Apartament cu 1 cameră,Apartament cu living,62 m²,Construcţii noi,8,10,Euroreparație,1,Deschis,800€,1,,,,Se acceptă copii,Fără animale,,,
Persoană fizică,Apartament cu 2 camere,,70 m²,Construcţii noi,11,11,Euroreparație,1,Deschis,550€,1,,,Combinat,Se acceptă copii,Fără animale,,,
Dezvoltator imobiliar,Apartament cu 2 camere,,90 m²,Construcţii noi,10,12,,,,154 000€,,,,,,,,,
Dezvoltator imobiliar,Apartament cu 3 camere,Apartament cu living,82 m²,Construcţii noi,15,17,Euroreparație,,Subterană,1 200€,,,,,Cu acordul stăpânului,Fără animale,,,
Agenție,Apartament cu 4 camere,,200 m²,Construcţii noi,6,6,Design individual,3,Deschis,7 000€,1,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Agenție,Apartament cu 2 camere,,72 m²,Construcţii noi,3,5,Euroreparație,1,Deschis,110 000€,1,Individuală,Inamstro,Combinat,,,,,
Persoană fizică,Apartament cu 1 cameră,Apartament cu living,58 m²,Construcţii noi,2,9,,,,750€,,,,,Se acceptă copii,Cu acordul stăpânului,,,
Agenție,Apartament cu 2 camere,Apartament cu living,50 m²,Construcţii noi,10,10,Euroreparație,1,,500€,,,,,Se acceptă copii,Fără animale,,,
Persoană fizică,Apartament cu 1 cameră,Apartament cu living,40 m²,Secundar,1,10,Reparație cosmetică,1,,300€,1,,,,Se acceptă copii,Cu acordul stăpânului,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,,20 m²,Secundar,3,5,Euroreparație,1,Deschis,48 500€,,Garsonieră,,Cotileț,,,14 m²,5 m²,2500 cm
Dezvoltator imobiliar,Apartament cu 1 cameră,,50 m²,Secundar,6,9,Euroreparație,1,Deschis,35€,2,Individuală,,Combinat,Se acceptă copii,Se acceptă animale,30 m²,5 m²,280 cm
Agenție,Apartament cu 1 cameră,,39 m²,Construcţii noi,8,18,Construcție nefinisată,2,Deschis,58 500€,1,,,Cărămidă,,,,,
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament fără living,65 m²,Construcţii noi,2,10,Reparație cosmetică,,,134 999€,,,,,,,,,
Agenție,Apartament cu 2 camere,,60 m²,Construcţii noi,8,8,Euroreparație,1,Subterană,1 500€,1,,,,Se acceptă copii,Fără animale,,,
Persoană fizică,Apartament cu 1 cameră,,25 m²,Secundar,1,1,Euroreparație,1,Deschis,500MDL,Nu,Individuală,,Combinat,Se acceptă copii,Fără animale,25 m²,0 m²,300 cm
Agenție,Apartament cu 2 camere,Apartament cu living,63 m²,Construcţii noi,2,16,,,,155 900€,,,Exfactor-grup,,,,,,
Agenție,Apartament cu 1 cameră,Apartament cu living,40 m²,Construcţii noi,10,10,Euroreparație,1,Deschis,102 500€,1,,Basconslux,,,,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,,35 m²,Construcţii noi,4,10,Euroreparație,1,Deschis,110 000€,Nu,,,,,,,,
Agenție,Apartament cu 1 cameră,Apartament cu living,52 m²,Construcţii noi,3,4,,,,55 335€,,,,,,,,,
Agenție,Apartament cu 2 camere,Apartament cu living,75 m²,Construcţii noi,4,10,Euroreparație,1,Deschis,1 000€,1,,,,Se acceptă copii,Fără animale,75 m²,,
Agenție,Apartament cu 2 camere,,96 m²,Construcţii noi,6,12,Euroreparație,1,Deschis,800€,1,,,,Cu acordul stăpânului,Cu acordul stăpânului,0 m²,0 m²,0 cm
Agenție,Apartament cu 3 camere,,92 m²,Construcţii noi,3,6,Variantă albă,2,,115 725€,,,,,,,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,,25 m²,Secundar,5,9,Euroreparație,1,,499MDL,Nu,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 2 camere,Apartament cu living,70 m²,Construcţii noi,9,12,Euroreparație,1,Deschis,700€,1,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 3 camere,Apartament cu living,91 m²,Secundar,1,5,Euroreparație,1,,1 280€,,,,,Se acceptă copii,Se acceptă animale,,,
Agenție,Apartament cu 1 cameră,,54 m²,Construcţii noi,12,16,Euroreparație,1,Deschis,94 700€,Nu,Individuală,,Combinat,,,,,
Agenție,Apartament cu 2 camere,Apartament fără living,48 m²,Secundar,5,5,Euroreparație,1,,75 000€,1,,,,,,,,
Agenție,Apartament cu 1 cameră,,39 m²,Construcţii noi,2,7,Variantă albă,,Garaj,52 650€,1,,,Cărămidă,,,18 m²,,
Agenție,Apartament cu 3 camere,,84 m²,Construcţii noi,14,14,Euroreparație,1,,278 000€,,,,,,,0 m²,0 m²,0 cm
Persoană fizică,Apartament cu 4 camere,,85 m²,Secundar,6,9,,,,102 000€,,,,,,,,,
Agenție,Apartament cu 2 camere,Apartament cu living,57 m²,Construcţii noi,7,12,Variantă albă,,,68 400€,,,,,,,,,
Agenție,Apartament cu 2 camere,,75 m²,Construcţii noi,9,13,,,,600€,,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Agenție,Apartament cu 2 camere,Apartament cu living,130 m²,Construcţii noi,11,12,,,,1 000€,,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Agenție,Apartament cu 3 camere,,75 m²,Construcţii noi,12,15,,,,1 450€,,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Agenție,Apartament cu 2 camere,,80 m²,Secundar,6,9,Euroreparație,1,Deschis,124 900€,2,Varț (Varnițkaia),,Panou,,,,,
Dezvoltator imobiliar,O cameră,,8 m²,Secundar,1,2,,,,3 000MDL,,,,,Fără copii,Fără animale,,,
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament cu living,78 m²,Construcţii noi,1,15,,,,1 600€,,,,Beton,,,,,
Agenție,Apartament cu 2 camere,,83 m²,Construcţii noi,15,16,Euroreparație,1,Deschis,119 000€,3,Individuală,,Cotileț,,,,,
Agenție,Apartament cu 3 camere,Apartament cu living,95 m²,Construcţii noi,16,17,Euroreparație,2,Deschis,1 100€,,,,,Se acceptă copii,Se acceptă animale,0 m²,0 m²,0 cm
Persoană fizică,Apartament cu 2 camere,Apartament cu living,71 m²,Construcţii noi,2,10,,,,153 000€,,,,,,,,,
Persoană fizică,O cameră,,25 m²,Secundar,2,2,,,,350MDL,,,,,Cu acordul stăpânului,Cu acordul stăpânului,0 m²,0 m²,0 cm
Dezvoltator imobiliar,Apartament cu 3 camere,Apartament cu living,100 m²,Construcţii noi,2,9,Euroreparație,,,155 000€,,,,,,,,,
Agenție,Apartament cu 4 camere,Apartament cu living,88 m²,Secundar,5,5,Euroreparație,2,Deschis,125 000€,1,,,Cotileț,Se acceptă copii,Se acceptă animale,,,
Agenție,Apartament cu 1 cameră,,42 m²,Secundar,6,9,Reparație cosmetică,1,,90 000€,1,143,,,,,,,
Dezvoltator imobiliar,O cameră,,102 m²,Construcţii noi,2,3,Euroreparație,2,Deschis,399MDL,Nu,102,,Beton,Se acceptă copii,Se acceptă animale,30 m²,24 m²,102 cm
Agenție,Apartament cu 2 camere,,70 m²,Construcţii noi,6,10,Design individual,1,,1 300€,,,Inamstro,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 3 camere,,78 m²,Construcţii noi,2,15,Euroreparație,1,Deschis,800€,2,Individuală,,Cărămidă,Cu acordul stăpânului,Cu acordul stăpânului,,,
Agenție,Apartament cu 1 cameră,,40 m²,Construcţii noi,4,10,Variantă albă,1,Deschis,59 400€,1,Individuală,,,,,,,
Agenție,Apartament cu 2 camere,,72 m²,Construcţii noi,1,10,,,,122 500€,,,,,,,,,
Agenție,Apartament cu 2 camere,Apartament cu living,59 m²,Construcţii noi,9,10,Variantă albă,1,Deschis,139 900€,Nu,,,,,,,,
Agenție,Apartament cu 2 camere,,85 m²,Construcţii noi,1,9,,,,1 400€,,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Agenție,Apartament cu 2 camere,,65 m²,Construcţii noi,2,12,Euroreparație,1,,600€,,,,,Se acceptă copii,Fără animale,,,
Dezvoltator imobiliar,Apartament cu 3 camere,,60 m²,Secundar,4,5,Dat în exploatare,,Deschis,83 500€,,,,Panou,,,,,
Agenție,Apartament cu 2 camere,,56 m²,Secundar,5,5,Euroreparație,1,Deschis,115 900€,1,Cş (Ceşka),,,,,,,
Dezvoltator imobiliar,Apartament cu 2 camere,,75 m²,Construcţii noi,6,12,Euroreparație,1,Deschis,700MDL,1,Individuală,,Combinat,Se acceptă copii,Fără animale,80 m²,15 m²,3000 cm
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament cu living,64 m²,Construcţii noi,3,12,Variantă albă,1,Subterană,64 640€,,,Estate Invest Company,,,,,,
Agenție,Apartament cu 1 cameră,,46 m²,Construcţii noi,2,12,Construcție nefinisată,1,Deschis,71 900€,Nu,St (Stalinka),Lagmar Impex,Cărămidă,,,,,
Persoană fizică,Apartament cu 2 camere,,65 m²,Construcţii noi,12,14,Euroreparație,,,700€,2,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 2 camere,Apartament cu living,95 m²,Construcţii noi,13,21,Euroreparație,2,Deschis,229 000€,1,,Braus Imobiliare,,,,,,
Agenție,Apartament cu 1 cameră,,60 m²,Construcţii noi,1,14,Euroreparație,1,Deschis,120 000€,1,,,,,,0 m²,0 m²,0 cm
Persoană fizică,Apartament cu 1 cameră,,28 m²,Secundar,1,5,Euroreparație,2,,450MDL,,,,,Se acceptă copii,Fără animale,28 m²,6 m²,
Agenție,Apartament cu 3 camere,,90 m²,Secundar,1,9,Design individual,1,Deschis,800€,3,143,Consam,Monolit,Se acceptă copii,Fără animale,70 m²,10 m²,250 cm
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament cu living,67 m²,Construcţii noi,3,9,Variantă albă,,Subterană,87 000€,2,,,Cărămidă,,,,,275 cm
Dezvoltator imobiliar,Apartament cu 3 camere,Apartament cu living,72 m²,Construcţii noi,5,10,Variantă albă,2,,66 960€,2,Individuală,Poliprim Grup,Combinat,,,,,
Agenție,Apartament cu 1 cameră,,32 m²,Secundar,3,9,,,,4 000MDL,1,,,,Fără copii,Fără animale,,,
Agenție,Apartament cu 1 cameră,,50 m²,Construcţii noi,8,9,Euroreparație,1,Deschis,500€,1,Individuală,,Combinat,Fără copii,Fără animale,50 m²,,
Agenție,Apartament cu 2 camere,,75 m²,Construcţii noi,3,11,,,,800MDL,,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 1 cameră,Apartament cu living,60 m²,Construcţii noi,6,10,,,,1 100€,,,,,Se acceptă copii,Cu acordul stăpânului,,,
Agenție,Apartament cu 1 cameră,,45 m²,Construcţii noi,9,12,Variantă albă,1,,65 970€,1,,,,,,,,
Agenție,Apartament cu 2 camere,,82 m²,Secundar,5,15,Variantă albă,2,Deschis,126 000€,1,Individuală,,,,,,,
Agenție,Apartament cu 2 camere,Apartament cu living,65 m²,Construcţii noi,1,6,Euroreparație,1,Deschis,109 000€,1,,,Cărămidă,,,,,
Agenție,Apartament cu 3 camere,Apartament cu living,90 m²,Construcţii noi,7,15,Euroreparație,2,Deschis,245 000€,1,,Exfactor-grup,,,,,,
Agenție,Apartament cu 2 camere,,50 m²,Construcţii noi,4,12,,,,145 000€,,,,,,,,,
Agenție,Apartament cu 1 cameră,,44 m²,Construcţii noi,4,6,Euroreparație,1,Deschis,76 500€,Nu,,,,,,,,
Persoană fizică,Apartament cu 1 cameră,Apartament cu living,52 m²,Secundar,2,5,Are nevoie de reparație,2,,76 000€,1,Brj (Brejnevka),,Cotileț,,,,,265 cm
Agenție,Apartament cu 2 camere,,65 m²,Construcţii noi,,,,,,600MDL,,,,,,,,,
Agenție,Apartament cu 3 camere,,117 m²,Construcţii noi,10,10,Euroreparație,1,,249 900€,1,Individuală,Basconslux,Combinat,,,117 m²,,
Dezvoltator imobiliar,Apartament cu 2 camere,,73 m²,Construcţii noi,5,15,Euroreparație,,,900MDL,2,,,,Se acceptă copii,Fără animale,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,Apartament cu living,47 m²,Secundar,3,14,,,,67 400€,,,,,,,,,
Agenție,Apartament cu 2 camere,,74 m²,Construcţii noi,4,6,Euroreparație,2,Deschis,167 000€,2,,Gonvaro-Con,Cotileț,Se acceptă copii,Se acceptă animale,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,Apartament cu living,50 m²,Construcţii noi,12,15,Euroreparație,1,Deschis,550€,1,,,,Se acceptă copii,Fără animale,,,2800 cm
Agenție,Apartament cu 1 cameră,,45 m²,Construcţii noi,3,5,Variantă albă,1,,43 320€,1,,Basconslux,,,,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,,45 m²,Construcţii noi,2,8,Euroreparație,1,Deschis,700MDL,1,,,,Se acceptă copii,Se acceptă animale,40 m²,,
Dezvoltator imobiliar,O cameră,,16 m²,Secundar,4,9,,1,,19 000€,,,,,,,,,
Agenție,Apartament cu 2 camere,Apartament cu living,73 m²,Construcţii noi,11,11,Euroreparație,1,Subterană,169 900€,Nu,,Basconslux,,,,,,
Agenție,Apartament cu 2 camere,,50 m²,Construcţii noi,3,15,Euroreparație,2,,1 000€,,,,,Se acceptă copii,Fără animale,,,
Persoană fizică,Apartament cu 1 cameră,Apartament cu living,58 m²,Construcţii noi,2,9,,,,750€,,,,,Se acceptă copii,Cu acordul stăpânului,,,
Agenție,Apartament cu 2 camere,,47 m²,Secundar,4,5,,,,82 500€,,Hruşciovka,,Cotileț,,,,,
Agenție,Apartament cu 2 camere,,77 m²,Construcţii noi,5,16,Euroreparație,1,Deschis,174 900€,1,Individuală,Horus,Combinat,,,,,
Agenție,Apartament cu 2 camere,,75 m²,Construcţii noi,9,12,,,,35€,,,,,Se acceptă copii,Fără animale,,,
Persoană fizică,O cameră,,14 m²,Secundar,4,5,,,,250€,,,,,Fără copii,Fără animale,,,
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament cu living,77 m²,Construcţii noi,2,13,,,,255 000€,,,,,,,,,
Persoană fizică,Apartament cu 5 camere sau mai multe,Apartament fără living,103 m²,Secundar,2,12,Euroreparație,2,Deschis,145 000€,2,Individuală,,Monolit,,,91 m²,9 m²,220 cm
