animals,author_of_the_announcement,balcony_loggia,compartmentalization,children,developer,floor,housing_fund,bathroom,ceiling_height,living_room,parking_spot,number_of_rooms,number_of_floors,apartment_condition,kitchen_area,living_area,total_area,building_type,price
,Dezvoltator imobiliar,1,,,,5,Construcţii noi,1,0 cm,Apartament cu living,,Apartament cu 2 camere,9.0,Variantă albă,0 m²,0 m²,82 m²,,91840
,Dezvoltator imobiliar,,,,,10,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,10.0,,,,40 m²,,102500
,Persoană fizică,2,Ms (serie  moldovenească),,,2,Secundar,1,280 cm,,Deschis,Apartament cu 3 camere,9.0,Fără reparație,8 m²,44 m²,72 m²,Bloc,115000
,Agenție,,,,,4,Secundar,,,,,Apartament cu 3 camere,9.0,,,,69 m²,,140000
,Agenție,1,,,,7,Construcţii noi,1,,,,Apartament cu 2 camere,10.0,Euroreparație,,,60 m²,,137900
,Dezvoltator imobiliar,2,,,Lagmar Impex,2,Construcţii noi,2,,Apartament cu living,,Apartament cu 3 camere,9.0,Variantă albă,,,87 m²,,97070
,Persoană fizică,,,,,11,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,17.0,Variantă albă,,,83 m²,,134900
Fără animale,Agenție,Nu,Individuală,Se acceptă copii,,4,Secundar,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,9.0,Euroreparație,,,40 m²,,78900
,Agenție,1,Individuală,,,2,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 3 camere,12.0,Variantă albă,10 m²,,65 m²,,71390
,Agenție,1,,,,2,Secundar,1,,,Deschis,Apartament cu 3 camere,2.0,Design individual,,,70 m²,,76000
,Agenție,,,,,8,Construcţii noi,,0 cm,Apartament cu living,,Apartament cu 2 camere,10.0,Euroreparație,0 m²,0 m²,75 m²,,178900
,Dezvoltator imobiliar,1,,,,7,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,11.0,Variantă albă,,,62 m²,Combinat,69900
,Agenție,,,,,8,Secundar,,,Apartament cu living,,Apartament cu 2 camere,9.0,,,,60 m²,,127900
,Agenție,1,,,,5,Construcţii noi,2,,,,Apartament cu 3 camere,10.0,Euroreparație,,,72 m²,,188900
,Dezvoltator imobiliar,1,,,,3,Construcţii noi,1,,,,Apartament cu 3 camere,3.0,Euroreparație,,,82 m²,Combinat,137800
,Agenție,,,,,7,Construcţii noi,,,,,Apartament cu 3 camere,9.0,,,,75 m²,,75000
Fără animale,Agenție,Nu,Individuală,Se acceptă copii,,5,Secundar,1,,Apartament cu living,Subterană,Apartament cu 1 cameră,6.0,Euroreparație,,,40 m²,,79900
,Agenție,1,,,Casa de Piatra,6,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,74 m²,,169900
,Dezvoltator imobiliar,,,,,5,Construcţii noi,,,,,Apartament cu 2 camere,9.0,,,,65 m²,,118000
,Persoană fizică,2,,,Inamstro,6,Construcţii noi,2,0 cm,Apartament cu living,Deschis,Apartament cu 3 camere,8.0,Variantă albă,0 m²,0 m²,91 m²,Beton,198500
,Dezvoltator imobiliar,2,Cş (Ceşka),,,5,Secundar,1,2600 cm,Apartament cu living,Deschis,Apartament cu 2 camere,5.0,Euroreparație,,,56 m²,Cotileț,115900
,Persoană fizică,,Individuală,,Boiar House,8,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,8.0,Variantă albă,,,77 m²,Combinat,93000
,Agenție,1,Individuală,,Horus,7,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,18.0,Variantă albă,,,43 m²,Combinat,86000
,Agenție,Nu,Individuală,,Inamstro,9,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 1 cameră,11.0,Euroreparație,,,65 m²,Cărămidă,330000
Se acceptă animale,Agenție,1,,Se acceptă copii,,2,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,10.0,Variantă albă,,,71 m²,,160000
,Agenție,Nu,Individuală,,,1,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 3 camere,10.0,Euroreparație,,,96 m²,,235000
,Agenție,,,,,5,Construcţii noi,1,,,,Apartament cu 1 cameră,10.0,Euroreparație,,,44 m²,Combinat,107800
Cu acordul stăpânului,Agenție,,Individuală,Cu acordul stăpânului,,5,Secundar,1,,,Deschis,Apartament cu 2 camere,5.0,Euroreparație,,,46 m²,,92500
,Agenție,,,,,11,Construcţii noi,1,,,,Apartament cu 2 camere,12.0,Euroreparație,,,63 m²,,119900
,Agenție,Nu,,,Dansicons,2,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,85 m²,,169900
,Persoană fizică,,,,,3,Construcţii noi,,,,,Apartament cu 1 cameră,8.0,,,,41 m²,,68000
,Agenție,Nu,Ms (serie  moldovenească),,,6,Secundar,1,,Apartament fără living,Deschis,Apartament cu 1 cameră,9.0,Reparație cosmetică,,,32 m²,,66500
,Persoană fizică,1,,,Exfactor-grup,12,Construcţii noi,1,0 cm,Apartament cu living,,Apartament cu 2 camere,12.0,Design individual,0 m²,0 m²,75 m²,,250000
Se acceptă animale,Agenție,1,,Se acceptă copii,Lagmar Impex,5,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 3 camere,10.0,Variantă albă,11 m²,88 m²,88 m²,Beton,97469
,Agenție,,,,Eldorado Terra,11,Construcţii noi,,,,,Apartament cu 1 cameră,13.0,Euroreparație,,,38 m²,,85000
,Agenție,,,,,3,Secundar,,,,,Apartament cu 1 cameră,9.0,,,,36 m²,,59000
,Agenție,Nu,Individuală,,,1,Secundar,1,,,Deschis,O cameră,3.0,Euroreparație,,,25 m²,Cotileț,39900
Se acceptă animale,Dezvoltator imobiliar,1,,Se acceptă copii,Element Stil,2,Construcţii noi,2,300 cm,Apartament cu living,Subterană,Apartament cu 3 camere,6.0,Variantă albă,24 m²,89 m²,89 m²,Cărămidă,110600
,Agenție,,,,,3,Secundar,,,,,Apartament cu 3 camere,5.0,,,,54 m²,,70900
,Agenție,1,,,,4,Construcţii noi,1,,Apartament cu living,,Apartament cu 2 camere,5.0,Euroreparație,,,86 m²,,229000
,Agenție,1,,,,5,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,7.0,Euroreparație,,,74 m²,,310000
,Persoană fizică,,,,,4,Secundar,,,,,Apartament cu 1 cameră,5.0,,,,22 m²,,36500
,Dezvoltator imobiliar,1,Hruşciovka,,,2,Secundar,1,,,Deschis,Apartament cu 2 camere,5.0,,6 m²,28 m²,42 m²,Cotileț,78900
,Agenție,1,,,,1,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,9.0,Euroreparație,,,50 m²,,120000
,Persoană fizică,,,,,3,Construcţii noi,,,,,Apartament cu 2 camere,15.0,Euroreparație,,,70 m²,,155000
,Agenție,1,,,,7,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,20.0,Variantă albă,,,44 m²,,72800
,Agenție,1,,,,6,Secundar,1,,,,Apartament cu 2 camere,9.0,Euroreparație,,,53 m²,,116500
,Agenție,1,,,,7,Secundar,2,,,,Apartament cu 2 camere,9.0,Reparație cosmetică,,,54 m²,,83000
,Dezvoltator imobiliar,,,,,2,Construcţii noi,1,3000 cm,Apartament cu living,,Apartament cu 2 camere,10.0,Euroreparație,,,71 m²,,142000
,Agenție,1,,,Sky House,1,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,10.0,Euroreparație,,,50 m²,,104900
,Dezvoltator imobiliar,1,,,,3,Secundar,1,,,,Apartament cu 1 cameră,9.0,Design individual,,39 m²,43 m²,,82000
,Agenție,1,,,,5,Construcţii noi,1,,,,Apartament cu 2 camere,10.0,Euroreparație,,,75 m²,,143500
,Agenție,1,Individuală,,Exfactor-grup,5,Construcţii noi,2,,,Deschis,Apartament cu 1 cameră,12.0,Euroreparație,,,52 m²,Cotileț,109900
,Agenție,2,,,,3,Construcţii noi,1,,Apartament cu living,,Apartament cu 1 cameră,5.0,Variantă albă,,,56 m²,,80900
,Agenție,Nu,,,Lagmar Impex,6,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 1 cameră,10.0,Variantă albă,11 m²,42 m²,42 m²,Beton,47124
,Persoană fizică,1,102,,,5,Secundar,1,225 cm,,Deschis,Apartament cu 3 camere,5.0,Euroreparație,8 m²,66 m²,85 m²,Cotileț,105000
,Persoană fizică,1,,,,6,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,9.0,Reparație cosmetică,,,54 m²,Beton,55000
,Persoană fizică,3,,,,4,Secundar,2,250 cm,,Deschis,Apartament cu 3 camere,9.0,Reparație cosmetică,8 m²,,66 m²,Panou,75000
,Agenție,2,,,Boiar House,9,Construcţii noi,2,250 cm,,Subterană,Apartament cu 2 camere,10.0,Construcție nefinisată,,,120 m²,Beton celular,107940
,Agenție,1,Individuală,,,4,Secundar,2,,,Deschis,Apartament cu 2 camere,9.0,Euroreparație,,,74 m²,,118500
,Agenție,,,,,5,Secundar,,,,,Apartament cu 3 camere,16.0,,,,73 m²,,102900
,Dezvoltator imobiliar,,,,,3,Construcţii noi,,,,,Apartament cu 2 camere,7.0,,,,65 m²,,129500
,Agenție,1,,,,2,Secundar,1,,,Deschis,Apartament cu 2 camere,5.0,Reparație cosmetică,6 m²,28 m²,42 m²,Cotileț,77900
,Agenție,2,,,,7,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 3 camere,10.0,Euroreparație,,,107 m²,,267250
,Persoană fizică,2,,,,5,Secundar,,,Apartament cu living,Deschis,Apartament cu 3 camere,5.0,Reparație cosmetică,,,63 m²,Monolit,19000
Cu acordul stăpânului,Agenție,,,Fără copii,,5,Construcţii noi,,0 cm,,,Apartament cu 1 cameră,15.0,,0 m²,0 m²,44 m²,,79900
,Agenție,1,,,,9,Construcţii noi,2,,,Deschis,Apartament cu 5 camere sau mai multe,9.0,Euroreparație,,,155 m²,,225000
,Agenție,,,,,5,Secundar,,0 cm,,,Apartament cu 1 cameră,5.0,,0 m²,0 m²,30 m²,,53900
Se acceptă animale,Agenție,1,,Se acceptă copii,,3,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,11.0,Euroreparație,,,59 m²,,123000
,Dezvoltator imobiliar,1,,,,12,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 2 camere,17.0,Variantă albă,,,70 m²,,87500
,Persoană fizică,1,,,,3,Secundar,1,250 cm,,,Apartament cu 1 cameră,9.0,Reparație cosmetică,6 m²,19 m²,26 m²,,31000
,Persoană fizică,1,,,,3,Secundar,1,,,,Apartament cu 2 camere,5.0,Euroreparație,10 m²,33 m²,55 m²,Bloc,44000
,Agenție,,,,,8,Secundar,,,Apartament fără living,,Apartament cu 2 camere,9.0,,,,56 m²,,95000
Fără animale,Agenție,Nu,Individuală,Se acceptă copii,,6,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,6.0,Euroreparație,,,105 m²,,63500
,Agenție,,,,,1,Construcţii noi,,,,,Apartament cu 2 camere,10.0,Euroreparație,,,56 m²,,165000
,Dezvoltator imobiliar,,,,,1,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,7.0,,,,96 m²,,235000
,Agenție,,,,,4,Construcţii noi,,0 cm,,,Apartament cu 1 cameră,10.0,Variantă albă,0 m²,0 m²,43 m²,,45000
,Agenție,,,,,7,Secundar,1,,,,Apartament cu 2 camere,9.0,Design individual,,,34 m²,,79900
,Agenție,1,,,Exfactor-grup,2,Construcţii noi,,,Apartament cu living,Subterană,Apartament cu 2 camere,3.0,,,,101 m²,,181800
,Agenție,2,Individuală,,Lagmar Impex,5,Construcţii noi,2,,,Deschis,Apartament cu 3 camere,10.0,Construcție nefinisată,,,76 m²,Combinat,85000
,Agenție,1,,,,6,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,9.0,Euroreparație,,,100 m²,,268000
,Agenție,,,,,7,Secundar,,0 cm,,,Apartament cu 2 camere,9.0,Reparație cosmetică,0 m²,0 m²,53 m²,,96900
,Agenție,,,,,6,Construcţii noi,,,,,Apartament cu 2 camere,15.0,,,,63 m²,,86310
Fără animale,Agenție,1,Individuală,Se acceptă copii,,5,Secundar,1,,,Subterană,Apartament cu 2 camere,5.0,Euroreparație,,,48 m²,,98000
,Dezvoltator imobiliar,,,,,1,Construcţii noi,,,,,Apartament cu 2 camere,9.0,,,,48 m²,,89900
,Agenție,,,,,1,Construcţii noi,2,,Apartament fără living,Deschis,Apartament cu 2 camere,4.0,Euroreparație,,,54 m²,,105000
,Agenție,1,,,,9,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,12.0,Euroreparație,,,65 m²,,144900
,Agenție,,,,,9,Secundar,,,,,Apartament cu 3 camere,10.0,,,,70 m²,,58700
,Dezvoltator imobiliar,,,,,4,Secundar,1,,,Deschis,Apartament cu 2 camere,6.0,Reparație cosmetică,,,31 m²,,46000
,Agenție,1,143,,,8,Secundar,2,,,Deschis,Apartament cu 2 camere,9.0,Reparație cosmetică,,,56 m²,,95000
,Persoană fizică,1,,,,1,Secundar,,,,,Apartament cu 2 camere,10.0,,,,55 m²,,89900
,Persoană fizică,,Ms (serie  moldovenească),,,6,Secundar,,,,,Apartament cu 3 camere,10.0,,,,72 m²,,126500
,Agenție,Nu,,,,6,Construcţii noi,1,,,Sub acoperiș,Apartament cu 1 cameră,15.0,Variantă albă,,,45 m²,,92900
Se acceptă animale,Agenție,1,,Se acceptă copii,,5,Secundar,1,,Apartament fără living,Deschis,Apartament cu 1 cameră,6.0,Euroreparație,,,38 m²,,55000
,Agenție,1,,,,10,Construcţii noi,2,,,,Apartament cu 2 camere,10.0,Euroreparație,,,60 m²,Combinat,104900
,Dezvoltator imobiliar,,,,,12,Secundar,,,,,Apartament cu 3 camere,13.0,,,,57 m²,,118900
,Agenție,,,,,11,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,13.0,Variantă albă,,,52 m²,,110000
,Persoană fizică,,,,Exfactor-grup,5,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,10.0,Euroreparație,,,48 m²,,79800
,Dezvoltator imobiliar,1,Individuală,,Flormin-Com,3,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,5.0,Variantă albă,15 m²,,59 m²,Combinat,75520
,Agenție,1,,,,7,Construcţii noi,,,,,Apartament cu 1 cameră,10.0,Variantă albă,,,49 m²,,66150
,Agenție,,,,,4,Secundar,,,,,O cameră,5.0,,,,19 m²,,23000
,Agenție,1,,,,8,Secundar,2,,Apartament fără living,Deschis,Apartament cu 2 camere,16.0,Reparație cosmetică,,,57 m²,,95000
,Agenție,,,,,9,Construcţii noi,,,,,Apartament cu 1 cameră,12.0,,,,62 m²,,99921
,Agenție,,,,,10,Construcţii noi,,,,,Apartament cu 3 camere,10.0,,,,130 m²,,269000
,Agenție,2,Individuală,,,5,Construcţii noi,1,,Apartament cu living,,Apartament cu 1 cameră,10.0,Euroreparație,,,53 m²,,98000
,Dezvoltator imobiliar,,,,Exfactor-grup,4,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,9.0,Fără reparație,,108 m²,108 m²,Cărămidă,210000
,Agenție,1,,,,14,Construcţii noi,1,,,,Apartament cu 2 camere,16.0,Variantă albă,,,60 m²,,85500
,Agenție,1,Individuală,,,7,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,10.0,Variantă albă,,,76 m²,,79800
,Persoană fizică,1,,,,9,Construcţii noi,2,0 cm,Apartament cu living,,Apartament cu 2 camere,15.0,Euroreparație,0 m²,0 m²,81 m²,Cărămidă,245000
,Persoană fizică,1,,,Eurostil Construct,3,Construcţii noi,1,300 cm,Apartament cu living,,Apartament cu 2 camere,6.0,Euroreparație,,,77 m²,,249000
,Dezvoltator imobiliar,,,,,5,Secundar,,,,,Apartament cu 2 camere,5.0,,,,50 m²,,73500
,Agenție,,,,Exfactor-grup,8,Construcţii noi,,,,,Apartament cu 1 cameră,10.0,,,,47 m²,,124500
,Persoană fizică,2,,,,16,Construcţii noi,2,0 cm,,Sub acoperiș,Apartament cu 3 camere,16.0,Design individual,0 m²,0 m²,126 m²,,205000
,Agenție,,,,,3,Construcţii noi,2,,,,Apartament cu 3 camere,10.0,Euroreparație,,,91 m²,,150100
,Agenție,,Individuală,,,2,Construcţii noi,,,Apartament fără living,,Apartament cu 1 cameră,8.0,Variantă albă,,,40 m²,,36000
,Dezvoltator imobiliar,,Individuală,,Inamstro,2,Construcţii noi,1,270 cm,Apartament cu living,Subterană,Apartament cu 1 cameră,7.0,Design individual,16 m²,,47 m²,Cărămidă,137000
,Dezvoltator imobiliar,,,,,1,Secundar,,,,,Apartament cu 2 camere,5.0,,,,43 m²,,49000
Fără animale,Agenție,1,Individuală,Se acceptă copii,,2,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,3.0,Euroreparație,,,58 m²,,144999
,Persoană fizică,,,,,2,Secundar,,,,,Apartament cu 2 camere,4.0,Design individual,,,43 m²,,93000
,Agenție,1,,,Dansicons,2,Construcţii noi,1,,,,Apartament cu 2 camere,11.0,Euroreparație,,,66 m²,,137900
,Agenție,2,,,,4,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,11.0,Euroreparație,,,112 m²,Cotileț,165000
,Persoană fizică,,Individuală,,,3,Secundar,1,280 cm,,Deschis,Apartament cu 2 camere,5.0,Variantă albă,9 m²,40 m²,42 m²,Cotileț,10000
,Agenție,Nu,Individuală,,,2,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,8.0,Variantă albă,,,59 m²,,92800
,Agenție,Nu,Garsonieră,,,1,Secundar,1,,,Deschis,O cameră,4.0,Euroreparație,,,34 m²,Cotileț,45500
,Agenție,2,,,,5,Secundar,1,,,Deschis,Apartament cu 2 camere,5.0,Reparație cosmetică,,,45 m²,,34500
,Agenție,,,,,9,Construcţii noi,1,,,,Apartament cu 2 camere,15.0,Variantă albă,,,79 m²,,154000
,Persoană fizică,,,,,15,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,18.0,,,,52 m²,,73000
,Agenție,,,,,5,Secundar,,,,,Apartament cu 1 cameră,5.0,,,,22 m²,,33900
,Agenție,1,,,Varicom,2,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,10.0,Euroreparație,,,44 m²,,110000
,Persoană fizică,1,,,,4,Construcţii noi,2,,Apartament fără living,Subterană,Apartament cu 2 camere,9.0,Variantă albă,,,66 m²,Cărămidă,72900
,Agenție,Nu,,,,4,Secundar,1,,Apartament fără living,Deschis,Apartament cu 1 cameră,5.0,Euroreparație,,,20 m²,,32900
,Agenție,2,,,Crown Plaza,6,Construcţii noi,2,,,Subterană,Apartament cu 3 camere,13.0,Variantă albă,,,90 m²,,320000
,Persoană fizică,,,,,4,Secundar,,,,,Apartament cu 2 camere,5.0,Euroreparație,,,55 m²,,95900
Fără animale,Agenție,Nu,Individuală,Se acceptă copii,,9,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,15.0,Euroreparație,,,42 m²,,110000
,Agenție,1,,,,4,Construcţii noi,1,0 cm,Apartament cu living,Deschis,Apartament cu 2 camere,12.0,Euroreparație,0 m²,0 m²,85 m²,,165900
,Agenție,Nu,Individuală,,,3,Secundar,1,,,Deschis,Apartament cu 2 camere,5.0,Reparație cosmetică,,,33 m²,Bloc,55000
,Agenție,,Individuală,,,1,Construcţii noi,1,0 cm,,Subterană,Apartament cu 2 camere,4.0,Construcție nefinisată,0 m²,0 m²,68 m²,,125000
,Dezvoltator imobiliar,,,,,1,Secundar,,,,,Apartament cu 2 camere,1.0,Are nevoie de reparație,,,43 m²,,12200
,Agenție,1,,,,12,Construcţii noi,2,,,,Apartament cu 3 camere,12.0,Variantă albă,,,89 m²,,124600
,Agenție,,,,,6,Secundar,,,Apartament cu living,,Apartament cu 2 camere,7.0,,,,75 m²,,117900
,Persoană fizică,,,,Lagmar Impex,4,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,16.0,,,,65 m²,,56000
,Agenție,1,Individuală,,,3,Construcţii noi,1,280 cm,Apartament cu living,Subterană,Apartament cu 3 camere,16.0,Variantă albă,,,72 m²,,135000
Se acceptă animale,Persoană fizică,1,Individuală,Se acceptă copii,Horus,1,Construcţii noi,2,270 cm,Apartament cu living,Deschis,Apartament cu 3 camere,15.0,Variantă albă,13 m²,59 m²,86 m²,Combinat,134500
,Dezvoltator imobiliar,,,,,6,Secundar,,,,,Apartament cu 2 camere,10.0,,,,65 m²,,93000
,Agenție,1,,,,7,Secundar,2,,,,Apartament cu 2 camere,9.0,Euroreparație,,,48 m²,Panou,102900
,Agenție,,,,,2,Secundar,,,,,Apartament cu 1 cameră,5.0,Euroreparație,,,22 m²,Cotileț,28900
,Agenție,1,,,,9,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,10.0,Euroreparație,,,42 m²,,107400
,Persoană fizică,1,,,Reconscivil,1,Construcţii noi,2,0 cm,Apartament cu living,Deschis,Apartament cu 2 camere,13.0,Euroreparație,0 m²,0 m²,73 m²,Cărămidă,165000
,Persoană fizică,,,,,2,Secundar,,0 cm,Apartament cu living,,Apartament cu 2 camere,3.0,Euroreparație,0 m²,0 m²,72 m²,,100000
,Agenție,1,,,,6,Construcţii noi,2,,,,Apartament cu 2 camere,12.0,Variantă albă,,,72 m²,,101300
,Agenție,1,,,,7,Construcţii noi,2,0 cm,Apartament cu living,Deschis,Apartament cu 2 camere,12.0,Variantă albă,0 m²,0 m²,74 m²,,133200
,Agenție,1,,,,2,Construcţii noi,2,,,,Apartament cu 2 camere,7.0,Variantă albă,,,59 m²,,86130
,Persoană fizică,,,,Dansicons,4,Construcţii noi,,,,,Apartament cu 2 camere,10.0,Euroreparație,,65 m²,85 m²,,197000
,Dezvoltator imobiliar,1,,,,3,Construcţii noi,2,,Apartament cu living,,Apartament cu 3 camere,14.0,,,,82 m²,,108134
Se acceptă animale,Agenție,1,,Se acceptă copii,,6,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,9.0,Euroreparație,,,100 m²,,180000
,Agenție,,,,Inamstro,6,Construcţii noi,1,0 cm,Apartament cu living,,Apartament cu 2 camere,10.0,Euroreparație,0 m²,0 m²,70 m²,Cărămidă,165000
,Agenție,1,,,,2,Secundar,1,,,,Apartament cu 3 camere,5.0,Euroreparație,,,50 m²,,110000
,Agenție,,,,,9,Secundar,,,,,Apartament cu 3 camere,10.0,Euroreparație,,,70 m²,,58499
,Agenție,1,Cş (Ceşka),,,1,Secundar,1,,,,Apartament cu 1 cameră,5.0,Reparație cosmetică,,,38 m²,Cotileț,60300
,Agenție,1,,,,7,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,73 m²,,118000
,Agenție,1,Brj (Brejnevka),,,2,Secundar,2,,,Deschis,Apartament cu 2 camere,5.0,Variantă albă,,,53 m²,Cotileț,77500
,Agenție,,,,,4,Secundar,,,,,O cameră,5.0,Euroreparație,,,23 m²,,43500
,Agenție,1,135,,,8,Secundar,1,,,Deschis,Apartament cu 2 camere,9.0,Euroreparație,,,53 m²,,90000
Se acceptă animale,Agenție,,,Se acceptă copii,,1,Secundar,,,Apartament cu living,,Apartament cu 2 camere,9.0,Euroreparație,,,71 m²,Panou,104000
,Agenție,,,,Exfactor-grup,11,Construcţii noi,1,,Apartament fără living,Deschis,Apartament cu 2 camere,12.0,Euroreparație,,,65 m²,,175900
,Agenție,1,Individuală,,,8,Construcţii noi,2,0 cm,,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,70 m²,,149000
,Agenție,,,,,5,Construcţii noi,1,,,,Apartament cu 1 cameră,9.0,Variantă albă,,,44 m²,,48400
,Agenție,1,Ms (serie  moldovenească),,,10,Secundar,2,,,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,55 m²,Panou,99900
,Agenție,1,,,Sky House,9,Construcţii noi,2,0 cm,,,Apartament cu 3 camere,9.0,Variantă albă,0 m²,0 m²,75 m²,Combinat,90000
,Persoană fizică,2,Individuală,,,3,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,5.0,Euroreparație,,,42 m²,Cotileț,45000
,Agenție,,,,,4,Construcţii noi,1,,,,Apartament cu 2 camere,4.0,Euroreparație,,,70 m²,,112900
,Agenție,,,,Inamstro,6,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,10.0,Euroreparație,,,70 m²,,165000
,Dezvoltator imobiliar,,,,,4,Secundar,,,Apartament cu living,,Apartament cu 3 camere,5.0,Euroreparație,,,60 m²,,98000
,Agenție,1,Individuală,,Lagmar Impex,2,Construcţii noi,2,,,Subterană,Apartament cu 2 camere,9.0,Construcție nefinisată,,,64 m²,Combinat,89500
,Agenție,1,,,Inamstro,8,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,12.0,Variantă albă,,,102 m²,Combinat,220000
